"year","month","provname","time","cases_per_1000","oni_anomaly","avg_wave_coherence_oni","avg_cross_power_oni"
2006,7,"Banteay Meanchey",2006.5,0.122569315664672,0.1,0.952475388398371,0.936034700816833
2006,8,"Banteay Meanchey",2006.57692307692,0.182900946527456,0.3,0.95168737510531,0.951546239870777
2006,9,"Banteay Meanchey",2006.65384615385,0.139989807157916,0.54,0.951549630616763,0.967149641196934
2006,10,"Banteay Meanchey",2006.73076923077,0.0397359306795733,0.77,0.950774103990392,0.980002375254329
2006,11,"Banteay Meanchey",2006.80769230769,0.0338073295250279,0.94,0.949994029729015,0.995720919032846
2006,12,"Banteay Meanchey",2006.88461538462,0.0234808788202605,0.94,0.949755125624754,1.00955096162462
2007,1,"Banteay Meanchey",2007,0.032230045262124,0.66,0.948989879434008,1.02535978250846
2007,2,"Banteay Meanchey",2007.11538461538,0.0146304206273931,0.22,0.948437451813326,1.04121924718889
2007,3,"Banteay Meanchey",2007.19230769231,0.0599109403786426,-0.12,0.948204896093822,1.05712024061142
2007,4,"Banteay Meanchey",2007.26923076923,0.112378410971562,-0.32,0.947496190747836,1.06989433714696
2007,5,"Banteay Meanchey",2007.34615384615,0.472320414017568,-0.38,0.946804705484755,1.08580754708814
2007,6,"Banteay Meanchey",2007.42307692308,1.09947262485074,-0.47,0.946129834081854,1.10173409724834
2007,7,"Banteay Meanchey",2007.5,1.00369354594277,-0.56,0.945470997744634,1.11766406315579
2007,8,"Banteay Meanchey",2007.57692307692,0.578310328157149,-0.81,0.944827643304366,1.13358733027065
2007,9,"Banteay Meanchey",2007.65384615385,0.274320067929383,-1.07,0.944199241540289,1.14358410762138
2007,10,"Banteay Meanchey",2007.73076923077,0.107277943280565,-1.34,0.943585285617405,1.1593998704129
2007,11,"Banteay Meanchey",2007.80769230769,0.0666072288580557,-1.5,0.942985289631618,1.17518058658772
2007,12,"Banteay Meanchey",2007.88461538462,0.0376017802091393,-1.6,0.942398787254658,1.19091565259297
2008,1,"Banteay Meanchey",2008,0.010105037109337,-1.64,0.941726328394582,1.20659433693123
2008,2,"Banteay Meanchey",2008.11538461538,0.00864751358476542,-1.52,0.941144994694684,1.21569621936463
2008,3,"Banteay Meanchey",2008.19230769231,0.0201563549919575,-1.29,0.941254064749383,1.23118088216627
2008,4,"Banteay Meanchey",2008.26923076923,0.056082753239609,-1.01,0.941247357201981,1.24658017684491
2008,5,"Banteay Meanchey",2008.34615384615,0.0790027177861675,-0.84,0.941131405571821,1.26188314002583
2008,6,"Banteay Meanchey",2008.42307692308,0.159262829109764,-0.61,0.940471102018251,1.27318691462936
2008,7,"Banteay Meanchey",2008.5,0.183462867383727,-0.37,0.939366962308441,1.28513791662154
2008,8,"Banteay Meanchey",2008.57692307692,0.200431709415517,-0.23,NA,1.30005616851045
2008,9,"Banteay Meanchey",2008.65384615385,0.111532684190488,-0.24,NA,1.31081163131693
2008,10,"Banteay Meanchey",2008.73076923077,0.102832191562385,-0.35,NA,1.32209518585547
2008,11,"Banteay Meanchey",2008.80769230769,0.032815479573498,-0.55,NA,1.33655618941949
2008,12,"Banteay Meanchey",2008.88461538462,0.0327694110250109,-0.73,NA,1.34671340659883
2009,1,"Banteay Meanchey",2009,0.0113792797066531,-0.85,NA,1.35730124815593
2009,2,"Banteay Meanchey",2009.11538461538,0.00568054865400915,-0.79,NA,1.36702243018437
2009,3,"Banteay Meanchey",2009.19230769231,0.00709203305543234,-0.61,NA,1.37707523566549
2009,4,"Banteay Meanchey",2009.26923076923,0.00991667970625344,-0.33,NA,1.38635699141558
2009,5,"Banteay Meanchey",2009.34615384615,0.0339583389168748,0.01,NA,1.39969652316185
2009,6,"Banteay Meanchey",2009.42307692308,0.0749178298177163,0.28,NA,1.40903897196982
2009,7,"Banteay Meanchey",2009.5,0.110144721770112,0.45,NA,1.41766154421626
2009,8,"Banteay Meanchey",2009.57692307692,0.0423075167384671,0.58,NA,1.42649154295385
2009,9,"Banteay Meanchey",2009.65384615385,0.0774883209482317,0.71,NA,1.43072152102859
2009,10,"Banteay Meanchey",2009.73076923077,0.0393968010748635,1.01,NA,1.43059920729156
2009,11,"Banteay Meanchey",2009.80769230769,0.0618433786063755,1.36,NA,1.43849553115113
2009,12,"Banteay Meanchey",2009.88461538462,0.0350879751506881,1.56,NA,1.44214175739223
2010,1,"Banteay Meanchey",2010,0.0280175484191583,1.5,NA,1.445614269092
2010,2,"Banteay Meanchey",2010.11538461538,0.0139862200659724,1.22,NA,1.44920504894864
2010,3,"Banteay Meanchey",2010.19230769231,0.0279449476537861,0.84,NA,1.47202583758133
2010,4,"Banteay Meanchey",2010.26923076923,0.0181399861968245,0.35,NA,1.49497703525646
2010,5,"Banteay Meanchey",2010.34615384615,0.0418065991466424,-0.17,NA,1.51804837437027
2010,6,"Banteay Meanchey",2010.42307692308,0.165659253047773,-0.66,NA,1.53498398273736
2010,7,"Banteay Meanchey",2010.5,0.364279000200045,-1.05,NA,1.55178760413457
2010,8,"Banteay Meanchey",2010.57692307692,0.586117143731788,-1.35,NA,1.56203743607749
2010,9,"Banteay Meanchey",2010.65384615385,0.403695088167244,-1.56,NA,1.57839571568222
2010,10,"Banteay Meanchey",2010.73076923077,0.257772729253956,-1.64,NA,1.59459743109708
2010,11,"Banteay Meanchey",2010.80769230769,0.0678302225122537,-1.64,NA,1.61058961276525
2010,12,"Banteay Meanchey",2010.88461538462,0.0207337243979088,-1.59,NA,1.61967784787243
2011,1,"Banteay Meanchey",2011,0.00827688322253224,-1.42,NA,1.62842392155175
2011,2,"Banteay Meanchey",2011.11538461538,0.0068863604398791,-1.19,NA,1.65048409544542
2011,3,"Banteay Meanchey",2011.19230769231,0.0082539771341257,-0.93,NA,1.65861077746121
2011,4,"Banteay Meanchey",2011.26923076923,0.0109909399328503,-0.73,NA,1.66637689652329
2011,5,"Banteay Meanchey",2011.34615384615,0.021955754156473,-0.55,NA,1.67377764904248
2011,6,"Banteay Meanchey",2011.42307692308,0.178156900595324,-0.44,NA,1.68784559527193
2011,7,"Banteay Meanchey",2011.5,0.236832531405197,-0.48,NA,1.70170873286251
2011,8,"Banteay Meanchey",2011.57692307692,0.410188135474584,-0.62,NA,1.70805062018658
2011,9,"Banteay Meanchey",2011.65384615385,0.275847435748849,-0.83,NA,1.72124269918128
2011,10,"Banteay Meanchey",2011.73076923077,0.166394946308796,-1.01,NA,1.7268365956801
2011,11,"Banteay Meanchey",2011.80769230769,0.0708383027871141,-1.09,NA,1.73203220654519
2011,12,"Banteay Meanchey",2011.88461538462,0.0598499498381393,-1.04,NA,1.73682481977857
2012,1,"Banteay Meanchey",2012,0.0556785930884883,-0.86,NA,1.74859024178371
2012,2,"Banteay Meanchey",2012.11538461538,0.0271042651975741,-0.72,NA,1.76012495353135
2012,3,"Banteay Meanchey",2012.19230769231,0.0920457273576798,-0.59,NA,1.76372034288475
2012,4,"Banteay Meanchey",2012.26923076923,0.178468080071005,-0.47,NA,1.7668891761984
2012,5,"Banteay Meanchey",2012.34615384615,0.483382936607252,-0.26,NA,1.76962627747162
2012,6,"Banteay Meanchey",2012.42307692308,0.942685713120771,-0.01,NA,1.77192640942764
2012,7,"Banteay Meanchey",2012.5,1.63544903552169,0.25,NA,1.78137706599488
2012,8,"Banteay Meanchey",2012.57692307692,1.67764467470689,0.37,NA,1.78279988256305
2012,9,"Banteay Meanchey",2012.65384615385,0.823575261745045,0.37,NA,1.78376785753035
2012,10,"Banteay Meanchey",2012.73076923077,0.713841892337361,0.27,NA,1.78427582191904
2012,11,"Banteay Meanchey",2012.80769230769,0.430204823578208,0.05,NA,1.79207430394538
2012,12,"Banteay Meanchey",2012.88461538462,0.279685137221497,-0.21,NA,1.79164726443314
2013,1,"Banteay Meanchey",2013,0.0600935843728275,-0.43,NA,1.79847472880872
2013,2,"Banteay Meanchey",2013.11538461538,0.0520054475137123,-0.43,NA,1.79708964352444
2013,3,"Banteay Meanchey",2013.19230769231,0.0599323922992382,-0.34,NA,1.79521762352443
2013,4,"Banteay Meanchey",2013.26923076923,0.0744807178919561,-0.3,NA,1.79285532396997
2013,5,"Banteay Meanchey",2013.34615384615,0.0783757178467459,-0.36,NA,1.78999996095437
2013,6,"Banteay Meanchey",2013.42307692308,0.163176722495379,-0.41,NA,1.78664938394522
2013,7,"Banteay Meanchey",2013.5,0.160327729752021,-0.4,NA,1.79051437049316
2013,8,"Banteay Meanchey",2013.57692307692,0.18925981550821,-0.32,NA,1.78615515902837
2013,9,"Banteay Meanchey",2013.65384615385,0.122933685795488,-0.26,NA,1.78129642616171
2013,10,"Banteay Meanchey",2013.73076923077,0.0594063020896595,-0.18,NA,1.77593924204564
2013,11,"Banteay Meanchey",2013.80769230769,0.0672345089825263,-0.17,NA,1.77008564107407
2013,12,"Banteay Meanchey",2013.88461538462,0.057931697215325,-0.27,NA,1.76373867654937
2014,1,"Banteay Meanchey",2014,0.0157666892172786,-0.42,NA,1.7646404122684
2014,2,"Banteay Meanchey",2014.11538461538,0.00524666524465465,-0.46,NA,1.76493400347115
2014,3,"Banteay Meanchey",2014.19230769231,0.00524001197270033,-0.27,NA,1.75706918343219
2014,4,"Banteay Meanchey",2014.26923076923,0.00654213369249683,0.04,NA,1.74872982891081
2014,5,"Banteay Meanchey",2014.34615384615,0.00653303169977546,0.21,NA,1.73992483048922
2014,6,"Banteay Meanchey",2014.42307692308,0.00913567993984557,0.16,NA,1.73066434071105
2014,7,"Banteay Meanchey",2014.5,0.0182466614638121,0.05,NA,1.72095979634467
2014,8,"Banteay Meanchey",2014.57692307692,0.0585725664068442,0.07,NA,1.71082393608564
2014,9,"Banteay Meanchey",2014.65384615385,0.044207864695585,0.23,NA,1.70027081385608
2014,10,"Banteay Meanchey",2014.73076923077,0.0233733992760717,0.49,NA,1.69665616196552
2014,11,"Banteay Meanchey",2014.80769230769,0.0246388679994678,0.64,NA,1.68526716834707
2014,12,"Banteay Meanchey",2014.88461538462,0.0258954919339433,0.66,NA,1.67350925134573
2015,1,"Banteay Meanchey",2015,0.0374938540376754,0.55,NA,1.66140186997155
2015,2,"Banteay Meanchey",2015.11538461538,0.0103222719763308,0.47,NA,1.6489658135651
2015,3,"Banteay Meanchey",2015.19230769231,0.0167529726255788,0.53,NA,1.63622319431727
2015,4,"Banteay Meanchey",2015.26923076923,0.027031278310678,0.7,NA,1.62319743783588
2015,5,"Banteay Meanchey",2015.34615384615,0.0552752363207486,0.93,NA,1.60991327246067
2015,6,"Banteay Meanchey",2015.42307692308,0.105281735368658,1.18,NA,1.59639671820108
2015,7,"Banteay Meanchey",2015.5,0.207725906343019,1.52,NA,1.5826750764031
2015,8,"Banteay Meanchey",2015.57692307692,0.359913705858205,1.86,NA,1.56877692156425
2015,9,"Banteay Meanchey",2015.65384615385,0.429843068623026,2.16,NA,1.55473209714379
2015,10,"Banteay Meanchey",2015.73076923077,0.348821383591078,2.42,NA,1.54722823280698
2015,11,"Banteay Meanchey",2015.80769230769,0.18887531234811,2.57,NA,1.53292120409411
2015,12,"Banteay Meanchey",2015.88461538462,0.104486013385385,2.64,NA,1.51856445009999
2016,1,"Banteay Meanchey",2016,0.0496041938084778,2.48,NA,1.51086648492106
2016,2,"Banteay Meanchey",2016.11538461538,0.0330164978164416,2.14,NA,1.49644922085593
2016,3,"Banteay Meanchey",2016.19230769231,0.0215609103871357,1.58,NA,1.48209264007978
2016,4,"Banteay Meanchey",2016.26923076923,0.0126674542738273,0.94,NA,1.46783689249244
2016,5,"Banteay Meanchey",2016.34615384615,0.0303692824269351,0.39,NA,1.45372413575789
2016,6,"Banteay Meanchey",2016.42307692308,0.0530742764701285,-0.07,NA,1.45133758400493
2016,7,"Banteay Meanchey",2016.5,0.133791412935211,-0.36,NA,1.44270891772066
2016,8,"Banteay Meanchey",2016.57692307692,0.167672444219767,-0.54,NA,1.43447439293665
2016,9,"Banteay Meanchey",2016.65384615385,0.137252922052968,-0.63,NA,1.42697025920439
2016,10,"Banteay Meanchey",2016.73076923077,0.149649872735892,-0.69,NA,1.41591503310005
2016,11,"Banteay Meanchey",2016.80769230769,0.0854272390186873,-0.67,NA,1.40868818833847
2016,12,"Banteay Meanchey",2016.88461538462,0.0740293866753308,-0.56,NA,1.40205010007518
2017,1,"Banteay Meanchey",2017,0.0162760631667002,-0.34,NA,1.39195102322487
2017,2,"Banteay Meanchey",2017.11538461538,0.00750049688085426,-0.16,NA,1.38207134943877
2017,3,"Banteay Meanchey",2017.19230769231,0.00874071146804365,0.05,NA,1.37240276051694
2017,4,"Banteay Meanchey",2017.26923076923,0.0124702764577902,0.2,NA,1.36293098190756
2017,5,"Banteay Meanchey",2017.34615384615,0.00996546785848399,0.3,NA,1.3505025386292
2017,6,"Banteay Meanchey",2017.42307692308,0.0398207118782364,0.31,NA,1.34156815493514
2017,7,"Banteay Meanchey",2017.5,0.114341916840837,0.14,NA,1.33278316512563
2017,8,"Banteay Meanchey",2017.57692307692,0.106761249648299,-0.11,NA,1.32361234128702
2017,9,"Banteay Meanchey",2017.65384615385,0.14259292227638,-0.38,NA,1.31547570639912
2017,10,"Banteay Meanchey",2017.73076923077,0.0965984310957113,-0.65,NA,1.30435263345249
2017,11,"Banteay Meanchey",2017.80769230769,0.054435576166877,-0.84,NA,1.29370625762265
2017,12,"Banteay Meanchey",2017.88461538462,0.0691659240629276,-0.97,NA,1.27796216431982
2018,1,"Banteay Meanchey",2018,0.00986293314666175,-0.92,NA,1.27135186137081
2018,2,"Banteay Meanchey",2018.11538461538,0.0110796107017451,-0.85,NA,1.26462923882988
2018,3,"Banteay Meanchey",2018.19230769231,0.0122977457921172,-0.7,NA,1.25776508238626
2018,4,"Banteay Meanchey",2018.26923076923,0.0184267882398045,-0.5,NA,1.2507336320061
2018,5,"Banteay Meanchey",2018.34615384615,0.0429466085127109,-0.22,NA,1.24351224814232
2018,6,"Banteay Meanchey",2018.42307692308,0.0955951317505105,-0.01,NA,1.23608114019612
2018,7,"Banteay Meanchey",2018.5,0.118744836396832,0.09,NA,1.22842314064708
2018,8,"Banteay Meanchey",2018.57692307692,0.107601787001791,0.23,NA,1.2205235132478
2018,9,"Banteay Meanchey",2018.65384615385,0.120917759144893,0.49,NA,1.20718651037367
2018,10,"Banteay Meanchey",2018.73076923077,0.141521152859759,0.76,NA,1.19880564742479
2018,11,"Banteay Meanchey",2018.80769230769,0.127957941969531,0.9,NA,1.19015335304833
2018,12,"Banteay Meanchey",2018.88461538462,0.159407391561445,0.81,NA,1.18122316340116
2019,1,"Banteay Meanchey",2019,0.0668096142640829,0.75,NA,1.17201036510001
2019,2,"Banteay Meanchey",2019.11538461538,0.0946208911398713,0.72,NA,1.16251189345704
2019,3,"Banteay Meanchey",2019.19230769231,0.0920874507230478,0.71,NA,1.15272623666976
2019,4,"Banteay Meanchey",2019.26923076923,0.216645298512462,0.66,NA,1.14265334482942
2019,5,"Banteay Meanchey",2019.34615384615,0.461826598206081,0.54,NA,1.13229454287155
2019,6,"Banteay Meanchey",2019.42307692308,1.27885223881121,0.45,NA,1.11680799137997
2019,7,"Banteay Meanchey",2019.5,1.43195394388328,0.28,NA,1.10593819575839
2019,8,"Banteay Meanchey",2019.57692307692,1.0122490730615,0.14,NA,1.0947952297244
2019,9,"Banteay Meanchey",2019.65384615385,0.541658924131037,0.19,NA,1.08338507641154
2019,10,"Banteay Meanchey",2019.73076923077,0.396760480003807,0.35,NA,1.07171469417483
2019,11,"Banteay Meanchey",2019.80769230769,0.243812118330534,0.51,NA,1.05979194386478
2019,12,"Banteay Meanchey",2019.88461538462,0.143952061686588,0.55,NA,1.04762551768569
2002,1,"Battambang",2002,0.00631530130796353,-0.15,NA,0.382923728547578
2002,2,"Battambang",2002.11538461538,0.00420262279179911,0.03,NA,0.387240860774593
2002,3,"Battambang",2002.19230769231,0.00524534874302175,0.09,NA,0.392943367046452
2002,4,"Battambang",2002.26923076923,0.00419055588938363,0.2,NA,0.398535725124674
2002,5,"Battambang",2002.34615384615,0.00941710852248546,0.43,NA,0.402320586242667
2002,6,"Battambang",2002.42307692308,0.0146242055763606,0.65,NA,0.406747430436802
2002,7,"Battambang",2002.5,0.0260767917165923,0.79,NA,0.414865084296472
2002,8,"Battambang",2002.57692307692,0.0187542902357096,0.86,NA,0.41888069089217
2002,9,"Battambang",2002.65384615385,0.0353628965830376,1.01,NA,0.423590392783242
2002,10,"Battambang",2002.73076923077,0.012465041427923,1.21,NA,0.42773964711468
2002,11,"Battambang",2002.80769230769,0.0103721549970432,1.31,NA,0.437084619603572
2002,12,"Battambang",2002.88461538462,0.00621225702036751,1.14,NA,0.442062721166949
2003,1,"Battambang",2003,0.00723325031404946,0.92,NA,0.445162317748536
2003,2,"Battambang",2003.11538461538,0.00515718857778338,0.63,NA,0.450320651499722
2003,3,"Battambang",2003.19230769231,0.00823972845721985,0.38,NA,0.454881211747942
2003,4,"Battambang",2003.26923076923,0.0164617052776197,-0.04,NA,0.460179688775715
2003,5,"Battambang",2003.34615384615,0.020552266809093,-0.26,NA,0.469817180559536
2003,6,"Battambang",2003.42307692308,0.0420643550699262,-0.16,NA,0.475307497564106
2003,7,"Battambang",2003.5,0.0379140913306695,0.08,NA,0.48025850003629
2003,8,"Battambang",2003.57692307692,0.0654927149793586,0.21,NA,0.485845475916404
2003,9,"Battambang",2003.65384615385,0.0275956026358049,0.26,NA,0.49161462893581
2003,10,"Battambang",2003.73076923077,0.029598597854971,0.29,NA,0.496795657645222
2003,11,"Battambang",2003.80769230769,0.0122330857749237,0.35,NA,0.502025313630142
2003,12,"Battambang",2003.88461538462,0.0071234907220243,0.35,NA,0.505173638988567
2004,1,"Battambang",2004,0.00609402688065975,0.37,NA,0.510482731601755
2004,2,"Battambang",2004.11538461538,0.00405629525609751,0.31,NA,0.518784129013603
2004,3,"Battambang",2004.19230769231,0.004051198777288,0.23,NA,0.52523929208722
2004,4,"Battambang",2004.26923076923,0.0040461150892165,0.17,NA,0.530826474562603
2004,5,"Battambang",2004.34615384615,0.00404104414379158,0.17,NA,0.536465769519915
2004,6,"Battambang",2004.42307692308,0.0070632910579178,0.28,NA,0.542157461584089
2004,7,"Battambang",2004.5,0.0100773507242955,0.47,NA,0.54790184048023
2004,8,"Battambang",2004.57692307692,0.00905734888397587,0.64,NA,0.554827397839119
2004,9,"Battambang",2004.65384615385,0.0100528438614758,0.7,NA,0.562053915593807
2004,10,"Battambang",2004.73076923077,0.00803175777987399,0.67,NA,0.56808994426926
2004,11,"Battambang",2004.80769230769,0.00401088340385102,0.66,NA,0.574182201609822
2004,12,"Battambang",2004.88461538462,0.00800931376445091,0.69,NA,0.580330969646049
2005,1,"Battambang",2005,0.00599588549551228,0.64,NA,0.588059697717469
2005,2,"Battambang",2005.11538461538,0.0039911722185819,0.58,NA,0.594423893568102
2005,3,"Battambang",2005.19230769231,0.004983200769368,0.45,NA,0.602410761633906
2005,4,"Battambang",2005.26923076923,0.00398147599441996,0.43,NA,0.610539018550377
2005,5,"Battambang",2005.34615384615,0.0188869554935007,0.29,NA,0.617226969723962
2005,6,"Battambang",2005.42307692308,0.044679140647847,0.11,NA,0.623976844012957
2005,7,"Battambang",2005.5,0.0872732324894208,-0.06,NA,0.632493669228674
2005,8,"Battambang",2005.57692307692,0.0713206343051886,-0.14,NA,0.639476615247478
2005,9,"Battambang",2005.65384615385,0.0623311779855213,-0.11,NA,0.644503891224909
2005,10,"Battambang",2005.73076923077,0.0415077800829554,-0.29,NA,0.653422784595569
2005,11,"Battambang",2005.80769230769,0.014802571226754,-0.57,NA,0.660703286350723
2005,12,"Battambang",2005.88461538462,0.00887121677976652,-0.84,NA,0.669866749141542
2006,1,"Battambang",2006,0.00688667448029327,-0.85,NA,0.67739194219843
2006,2,"Battambang",2006.11538461538,0.00392908464022771,-0.77,NA,0.686809203731081
2006,3,"Battambang",2006.19230769231,0.00490525723181607,-0.57,NA,0.692398988967285
2006,4,"Battambang",2006.26923076923,0.00881810760640257,-0.37,NA,0.700231748353549
2006,5,"Battambang",2006.34615384615,0.0234927952749288,-0.14,NA,0.708131880662996
2006,6,"Battambang",2006.42307692308,0.0303083049191451,-0.03,NA,0.718172115440472
2006,7,"Battambang",2006.5,0.028318497965948,0.1,NA,0.728301332034645
2006,8,"Battambang",2006.57692307692,0.025358317328638,0.3,NA,0.734288857834311
2006,9,"Battambang",2006.65384615385,0.0107164483277271,0.54,NA,0.744689665889313
2006,10,"Battambang",2006.73076923077,0.0126488445137931,0.77,NA,0.751503055833272
2006,11,"Battambang",2006.80769230769,0.0145772847954077,0.94,NA,0.762076855162194
2006,12,"Battambang",2006.88461538462,0.0067928817009457,0.94,NA,0.770966640399638
2007,1,"Battambang",2007,0.00581280035630588,0.66,NA,0.777447549557038
2007,2,"Battambang",2007.11538461538,0.00483673213617993,0.22,NA,0.79330225279815
2007,3,"Battambang",2007.19230769231,0.0086963046631266,-0.12,NA,0.805535536934254
2007,4,"Battambang",2007.26923076923,0.0279903339522075,-0.32,NA,0.818815314006924
2007,5,"Battambang",2007.34615384615,0.0819401934211973,-0.38,NA,0.830158736704326
2007,6,"Battambang",2007.42307692308,0.104962001718976,-0.47,NA,0.838074048591891
2007,7,"Battambang",2007.5,0.298161875031224,-0.56,NA,0.845623356997691
2007,8,"Battambang",2007.57692307692,0.100876186398394,-0.81,NA,0.856222179863786
2007,9,"Battambang",2007.65384615385,0.0633439903087096,-1.07,NA,0.866855382508841
2007,10,"Battambang",2007.73076923077,0.0268416422407565,-1.34,NA,0.878952197440684
2007,11,"Battambang",2007.80769230769,0.0134054895188443,-1.5,NA,0.889275033023286
2007,12,"Battambang",2007.88461538462,0.00860646252560199,-1.6,NA,0.897776195517609
2008,1,"Battambang",2008,0.0114545320682668,-1.64,NA,0.910339929067556
2008,2,"Battambang",2008.11538461538,0.00381234119903284,-1.52,NA,0.923031962960853
2008,3,"Battambang",2008.19230769231,0.00571141945829141,-1.29,NA,0.933096208709639
2008,4,"Battambang",2008.26923076923,0.00665552180111387,-1.01,NA,0.944447955020197
