"provname","year","biweek","epiyr","time","cases","beta","betahigh","betalow","temp_C","precip_m","precip_mm","temp_C_lag","precip_mm_lag"
"Banteay Meanchey",2002,5,2007,2002.15384615385,16,9.14682431019984e-05,0.000100468790381329,8.31637761420294e-05,28.2076475,0.00181276583062539,1.81276583062539,27.1151966,0.14447334807445
"Banteay Meanchey",2002,6,2007,2002.19230769231,25,0.000128148230387509,0.00013958248327484,0.000117542994886524,30.5423274285715,0.000894752684724986,0.894752684724986,27.1526943785715,0.097668448301
"Banteay Meanchey",2002,7,2007,2002.23076923077,24,0.00010278914593774,0.000112078249296908,9.41936439539765e-05,30.9545135285715,0.00116789435440714,1.16789435440714,27.3448946642857,1.81276583062539
"Banteay Meanchey",2002,8,2007,2002.26923076923,2,0.000177233437075801,0.000191550241354435,0.000163913614034881,29.9437101785715,0.00240444285714286,2.40444285714286,27.6795767857143,0.894752684724986
"Banteay Meanchey",2002,9,2007,2002.30769230769,37,0.000157044729678211,0.000169594463145851,0.000145381435896727,29.5174129571429,0.00427825,4.27825,27.93685544,1.16789435440714
"Banteay Meanchey",2003,1,2007,2003,14,8.85555372916643e-05,9.89238163744855e-05,7.90549481366609e-05,24.8333033571429,9.51866013435714e-07,0.000951866013435714,27.4461387142857,2.40444285714286
"Banteay Meanchey",2003,10,2007,2003.34615384615,42,0.00023109763334645,0.000249564651266159,0.000213941513973697,29.3328259571429,0.00602501428571429,6.02501428571429,28.6580001642857,4.27825
"Banteay Meanchey",2003,11,2007,2003.38461538462,76,0.000161320141541153,0.00017524630905895,0.000148459867936554,28.9550777714286,0.00729834285714286,7.29834285714286,28.2076475,0.000951866013435714
"Banteay Meanchey",2003,12,2007,2003.42307692308,107,0.000219942360976481,0.000238640257642301,0.000202658349525399,29.5287009285714,0.00292113571428571,2.92113571428571,30.5423274285715,6.02501428571429
"Banteay Meanchey",2003,13,2007,2003.46153846154,114,0.000248210704992186,0.000270189958253342,0.000227958531495254,28.1037682857143,0.0037016,3.7016,30.9545135285715,7.29834285714286
"Banteay Meanchey",2003,14,2007,2003.5,143,0.000218252021784243,0.000238646549856815,0.000199539831783857,28.3274035,0.00585640714285714,5.85640714285714,29.9437101785715,2.92113571428571
"Banteay Meanchey",2003,15,2007,2003.53846153846,144,0.000168395754068142,0.000184303412003918,0.000153814797380359,28.4179887785714,0.0062149,6.2149,29.5174129571429,3.7016
"Banteay Meanchey",2003,16,2007,2003.57692307692,108,0.000185567049041537,0.00020252119249728,0.000169985868434482,28.49143505,0.00506058571428571,5.06058571428571,24.8333033571429,5.85640714285714
"Banteay Meanchey",2003,17,2007,2003.61538461538,79,0.0001678862647548,0.000183103238470605,0.000153893185360477,27.8282079285714,0.00456631428571429,4.56631428571429,29.3328259571429,6.2149
"Banteay Meanchey",2003,18,2007,2003.65384615385,52,0.0001249275400226,0.000136269793923346,0.000114497589351389,27.9206501142858,0.00548211428571429,5.48211428571429,28.9550777714286,5.06058571428571
"Banteay Meanchey",2003,19,2007,2003.69230769231,46,0.00014947340649822,0.000162400545366994,0.000137537672619049,27.1862613928571,0.00995657857142857,9.95657857142857,29.5287009285714,4.56631428571429
"Banteay Meanchey",2003,2,2007,2003.03846153846,14,6.57836446664664e-05,7.43347222899787e-05,5.80047561315414e-05,26.0001511714286,1.07229487333643e-05,0.0107229487333643,28.1037682857143,5.48211428571429
"Banteay Meanchey",2003,20,2007,2003.73076923077,45,0.00011705475244982,0.000127270572893339,0.000107626179363918,27.7515165928572,0.00682002857142857,6.82002857142857,28.3274035,9.95657857142857
"Banteay Meanchey",2003,21,2007,2003.76923076923,34,0.000109252517449814,0.000118867736733419,0.000100374147897014,27.6473856714286,0.00460834285714286,4.60834285714286,28.4179887785714,0.0107229487333643
"Banteay Meanchey",2003,22,2007,2003.80769230769,20,0.000108634916946224,0.000118310410010869,9.96974310674051e-05,27.5764175928572,0.00103652153519164,1.03652153519164,28.49143505,6.82002857142857
"Banteay Meanchey",2003,23,2007,2003.84615384615,7,4.92181504201248e-05,5.46965534503357e-05,4.42151103990517e-05,27.89144555,0.000580859627987243,0.580859627987243,27.8282079285714,4.60834285714286
"Banteay Meanchey",2003,24,2007,2003.88461538462,4,0.000126530504865286,0.000138428744487827,0.00011550904018995,27.7436727071429,7.88874028270143e-05,0.0788874028270143,27.9206501142858,1.03652153519164
"Banteay Meanchey",2003,25,2007,2003.92307692308,5,8.31640433741335e-05,9.17440518136959e-05,7.52691476734409e-05,26.1249093857143,2.76907454414286e-05,0.0276907454414286,27.1862613928571,0.580859627987243
"Banteay Meanchey",2003,26,2007,2003.96153846154,4,8.70213441712185e-05,9.77920000621003e-05,7.71932083409253e-05,24.60028608,1.57279052156e-05,0.0157279052156,26.0001511714286,0.0788874028270143
"Banteay Meanchey",2003,3,2007,2003.07692307692,10,6.76937804589956e-05,7.69177584249051e-05,5.93214668375027e-05,26.4360433285715,4.30068769451429e-06,0.00430068769451429,27.7515165928572,0.0276907454414286
"Banteay Meanchey",2003,4,2007,2003.11538461538,4,0.000185905061950795,0.000202999292668886,0.000169996847632494,28.9443140642857,0.0018327,1.8327,27.6473856714286,0.0157279052156
"Banteay Meanchey",2003,5,2007,2003.15384615385,9,9.14682431019984e-05,0.000100468790381329,8.31637761420294e-05,29.0050521142857,0.00279307857142857,2.79307857142857,27.5764175928572,0.00430068769451429
"Banteay Meanchey",2003,6,2007,2003.19230769231,12,0.000128148230387509,0.00013958248327484,0.000117542994886524,29.1295501714286,0.00185895134960714,1.85895134960714,27.89144555,1.8327
"Banteay Meanchey",2003,7,2007,2003.23076923077,19,0.00010278914593774,0.000112078249296908,9.41936439539765e-05,29.8048585214286,0.00273389285714286,2.73389285714286,27.7436727071429,2.79307857142857
"Banteay Meanchey",2003,8,2007,2003.26923076923,41,0.000177233437075801,0.000191550241354435,0.000163913614034881,30.98671275,0.00252722145111929,2.52722145111929,26.1249093857143,1.85895134960714
"Banteay Meanchey",2003,9,2007,2003.30769230769,19,0.000157044729678211,0.000169594463145851,0.000145381435896727,29.50400545,0.00380254285714286,3.80254285714286,24.60028608,2.73389285714286
"Banteay Meanchey",2004,1,2007,2004,2,8.85555372916643e-05,9.89238163744855e-05,7.90549481366609e-05,26.5150079142857,0.00117348192295776,1.17348192295776,26.4360433285715,2.52722145111929
"Banteay Meanchey",2004,10,2007,2004.34615384615,3,0.00023109763334645,0.000249564651266159,0.000213941513973697,29.5138663,0.00348018571428571,3.48018571428571,28.9443140642857,3.80254285714286
"Banteay Meanchey",2004,11,2007,2004.38461538462,10,0.000161320141541153,0.00017524630905895,0.000148459867936554,29.1747511428572,0.00416465714285714,4.16465714285714,29.0050521142857,1.17348192295776
"Banteay Meanchey",2004,12,2007,2004.42307692308,11,0.000219942360976481,0.000238640257642301,0.000202658349525399,27.5113466,0.0137448428571429,13.7448428571429,29.1295501714286,3.48018571428571
"Banteay Meanchey",2004,13,2007,2004.46153846154,11,0.000248210704992186,0.000270189958253342,0.000227958531495254,28.5229866642857,0.00166657142857143,1.66657142857143,29.8048585214286,4.16465714285714
"Banteay Meanchey",2004,14,2007,2004.5,9,0.000218252021784243,0.000238646549856815,0.000199539831783857,29.1832567214286,0.00208331428571429,2.08331428571429,30.98671275,13.7448428571429
"Banteay Meanchey",2004,15,2007,2004.53846153846,16,0.000168395754068142,0.000184303412003918,0.000153814797380359,27.9859908785714,0.00520745,5.20745,29.50400545,1.66657142857143
"Banteay Meanchey",2004,16,2007,2004.57692307692,11,0.000185567049041537,0.00020252119249728,0.000169985868434482,27.3287546214286,0.00615636428571429,6.15636428571429,26.5150079142857,2.08331428571429
"Banteay Meanchey",2004,17,2007,2004.61538461538,19,0.0001678862647548,0.000183103238470605,0.000153893185360477,27.91342495,0.00471672142857143,4.71672142857143,29.5138663,5.20745
"Banteay Meanchey",2004,18,2007,2004.65384615385,14,0.0001249275400226,0.000136269793923346,0.000114497589351389,28.0060992214286,0.00483855,4.83855,29.1747511428572,6.15636428571429
"Banteay Meanchey",2004,19,2007,2004.69230769231,7,0.00014947340649822,0.000162400545366994,0.000137537672619049,27.3735322714286,0.008372,8.372,27.5113466,4.71672142857143
"Banteay Meanchey",2004,2,2007,2004.03846153846,2,6.57836446664664e-05,7.43347222899787e-05,5.80047561315414e-05,26.24400915,0.000263623469083571,0.263623469083571,28.5229866642857,4.83855
"Banteay Meanchey",2004,20,2007,2004.73076923077,12,0.00011705475244982,0.000127270572893339,0.000107626179363918,27.8135561785714,0.00357528571428571,3.57528571428571,29.1832567214286,8.372
"Banteay Meanchey",2004,21,2007,2004.76923076923,5,0.000109252517449814,0.000118867736733419,0.000100374147897014,27.7491075571429,0.00122146158519714,1.22146158519714,27.9859908785714,0.263623469083571
"Banteay Meanchey",2004,22,2007,2004.80769230769,2,0.000108634916946224,0.000118310410010869,9.96974310674051e-05,28.1297696571429,0.000119787824466179,0.119787824466179,27.3287546214286,3.57528571428571
"Banteay Meanchey",2004,23,2007,2004.84615384615,4,4.92181504201248e-05,5.46965534503357e-05,4.42151103990517e-05,29.3088323142857,0.000176353489566879,0.176353489566879,27.91342495,1.22146158519714
"Banteay Meanchey",2004,24,2007,2004.88461538462,2,0.000126530504865286,0.000138428744487827,0.00011550904018995,26.8426707142858,0.000318050936156293,0.318050936156293,28.0060992214286,0.119787824466179
"Banteay Meanchey",2004,25,2007,2004.92307692308,3,8.31640433741335e-05,9.17440518136959e-05,7.52691476734409e-05,25.2619424,3.09047556585714e-07,0.000309047556585714,27.3735322714286,0.176353489566879
"Banteay Meanchey",2004,26,2007,2004.96153846154,3,8.70213441712185e-05,9.77920000621003e-05,7.71932083409253e-05,24.8070542066667,1.841108494e-08,1.841108494e-05,26.24400915,0.318050936156293
"Banteay Meanchey",2004,3,2007,2004.07692307692,2,6.76937804589956e-05,7.69177584249051e-05,5.93214668375027e-05,26.450121,0.00112373541258514,1.12373541258514,27.8135561785714,0.000309047556585714
"Banteay Meanchey",2004,4,2007,2004.11538461538,3,0.000185905061950795,0.000202999292668886,0.000169996847632494,27.0706637857143,0.000156634245634936,0.156634245634936,27.7491075571429,1.841108494e-05
"Banteay Meanchey",2004,5,2007,2004.15384615385,2,9.14682431019984e-05,0.000100468790381329,8.31637761420294e-05,29.2234097142857,0.00019677170422,0.19677170422,28.1297696571429,1.12373541258514
"Banteay Meanchey",2004,6,2007,2004.19230769231,4,0.000128148230387509,0.00013958248327484,0.000117542994886524,30.6190625071429,0.00166483234313857,1.66483234313857,29.3088323142857,0.156634245634936
"Banteay Meanchey",2004,7,2007,2004.23076923077,2,0.00010278914593774,0.000112078249296908,9.41936439539765e-05,30.6050775142857,0.00310756898708571,3.10756898708571,26.8426707142858,0.19677170422
"Banteay Meanchey",2004,8,2007,2004.26923076923,3,0.000177233437075801,0.000191550241354435,0.000163913614034881,31.3444389214286,0.00194824460774286,1.94824460774286,25.2619424,1.66483234313857
"Banteay Meanchey",2004,9,2007,2004.30769230769,11,0.000157044729678211,0.000169594463145851,0.000145381435896727,30.1056209714286,0.00593476428571429,5.93476428571429,24.8070542066667,3.10756898708571
"Banteay Meanchey",2005,1,2007,2005,2,8.85555372916643e-05,9.89238163744855e-05,7.90549481366609e-05,24.2513851071429,4.87638772537143e-05,0.0487638772537143,26.450121,1.94824460774286
"Banteay Meanchey",2005,10,2007,2005.34615384615,24,0.00023109763334645,0.000249564651266159,0.000213941513973697,30.0554165428572,0.00527718571428571,5.27718571428571,27.0706637857143,5.93476428571429
"Banteay Meanchey",2005,11,2007,2005.38461538462,63,0.000161320141541153,0.00017524630905895,0.000148459867936554,30.0582490428571,0.00261160714285714,2.61160714285714,29.2234097142857,0.0487638772537143
"Banteay Meanchey",2005,12,2007,2005.42307692308,44,0.000219942360976481,0.000238640257642301,0.000202658349525399,30.0765678428572,0.00320532857142857,3.20532857142857,30.6190625071429,5.27718571428571
"Banteay Meanchey",2005,13,2007,2005.46153846154,74,0.000248210704992186,0.000270189958253342,0.000227958531495254,28.7975933357143,0.00376890714285714,3.76890714285714,30.6050775142857,2.61160714285714
"Banteay Meanchey",2005,14,2007,2005.5,171,0.000218252021784243,0.000238646549856815,0.000199539831783857,28.0163862785715,0.00529338571428571,5.29338571428571,31.3444389214286,3.20532857142857
"Banteay Meanchey",2005,15,2007,2005.53846153846,234,0.000168395754068142,0.000184303412003918,0.000153814797380359,28.5123061285714,0.0044555,4.4555,30.1056209714286,3.76890714285714
"Banteay Meanchey",2005,16,2007,2005.57692307692,172,0.000185567049041537,0.00020252119249728,0.000169985868434482,27.8641098071429,0.00452722142857143,4.52722142857143,24.2513851071429,5.29338571428571
"Banteay Meanchey",2005,17,2007,2005.61538461538,159,0.0001678862647548,0.000183103238470605,0.000153893185360477,28.5392488214286,0.00337051428571429,3.37051428571429,30.0554165428572,4.4555
"Banteay Meanchey",2005,18,2007,2005.65384615385,79,0.0001249275400226,0.000136269793923346,0.000114497589351389,27.8457792642857,0.00774539285714286,7.74539285714286,30.0582490428571,4.52722142857143
"Banteay Meanchey",2005,19,2007,2005.69230769231,82,0.00014947340649822,0.000162400545366994,0.000137537672619049,27.2636641928572,0.0171613,17.1613,30.0765678428572,3.37051428571429
"Banteay Meanchey",2005,2,2007,2005.03846153846,2,6.57836446664664e-05,7.43347222899787e-05,5.80047561315414e-05,26.9864282214286,3.19011919947857e-05,0.0319011919947857,28.7975933357143,7.74539285714286
"Banteay Meanchey",2005,20,2007,2005.73076923077,27,0.00011705475244982,0.000127270572893339,0.000107626179363918,28.039332,0.00416389285714286,4.16389285714286,28.0163862785715,17.1613
"Banteay Meanchey",2005,21,2007,2005.76923076923,22,0.000109252517449814,0.000118867736733419,0.000100374147897014,27.5841453071429,0.0040836,4.0836,28.5123061285714,0.0319011919947857
"Banteay Meanchey",2005,22,2007,2005.80769230769,18,0.000108634916946224,0.000118310410010869,9.96974310674051e-05,27.2865838428572,0.00433918844909286,4.33918844909286,27.8641098071429,4.16389285714286
"Banteay Meanchey",2005,23,2007,2005.84615384615,19,4.92181504201248e-05,5.46965534503357e-05,4.42151103990517e-05,27.5970493428572,0.00316395714285714,3.16395714285714,28.5392488214286,4.0836
"Banteay Meanchey",2005,24,2007,2005.88461538462,6,0.000126530504865286,0.000138428744487827,0.00011550904018995,26.2356425,0.000119810170376857,0.119810170376857,27.8457792642857,4.33918844909286
"Banteay Meanchey",2005,25,2007,2005.92307692308,4,8.31640433741335e-05,9.17440518136959e-05,7.52691476734409e-05,25.68695925,0.000455420354720221,0.455420354720221,27.2636641928572,3.16395714285714
"Banteay Meanchey",2005,26,2007,2005.96153846154,5,8.70213441712185e-05,9.77920000621003e-05,7.71932083409253e-05,24.14654878,0.000837755729282378,0.837755729282378,26.9864282214286,0.119810170376857
"Banteay Meanchey",2005,3,2007,2005.07692307692,2,6.76937804589956e-05,7.69177584249051e-05,5.93214668375027e-05,29.3081172928572,5.50992074411429e-05,0.0550992074411429,28.039332,0.455420354720221
"Banteay Meanchey",2005,4,2007,2005.11538461538,2,0.000185905061950795,0.000202999292668886,0.000169996847632494,29.7571804785715,7.18886506525714e-05,0.0718886506525714,27.5841453071429,0.837755729282378
"Banteay Meanchey",2005,5,2007,2005.15384615385,8,9.14682431019984e-05,0.000100468790381329,8.31637761420294e-05,28.1085752142857,0.000249268079228521,0.249268079228521,27.2865838428572,0.0550992074411429
"Banteay Meanchey",2005,6,2007,2005.19230769231,2,0.000128148230387509,0.00013958248327484,0.000117542994886524,30.0434491642857,0.00228302312295,2.28302312295,27.5970493428572,0.0718886506525714
"Banteay Meanchey",2005,7,2007,2005.23076923077,8,0.00010278914593774,0.000112078249296908,9.41936439539765e-05,30.3090551071429,0.00178238505017143,1.78238505017143,26.2356425,0.249268079228521
"Banteay Meanchey",2005,8,2007,2005.26923076923,6,0.000177233437075801,0.000191550241354435,0.000163913614034881,30.3307181857143,0.00299054285714286,2.99054285714286,25.68695925,2.28302312295
"Banteay Meanchey",2005,9,2007,2005.30769230769,10,0.000157044729678211,0.000169594463145851,0.000145381435896727,32.0451358857143,0.00103273433251714,1.03273433251714,24.14654878,1.78238505017143
"Banteay Meanchey",2006,1,2007,2006,3,8.85555372916643e-05,9.89238163744855e-05,7.90549481366609e-05,26.1756921214286,9.84130404403214e-05,0.0984130404403214,29.3081172928572,2.99054285714286
"Banteay Meanchey",2006,10,2007,2006.34615384615,6,0.00023109763334645,0.000249564651266159,0.000213941513973697,29.0632844642857,0.00519987817991429,5.19987817991429,29.7571804785715,1.03273433251714
"Banteay Meanchey",2006,11,2007,2006.38461538462,10,0.000161320141541153,0.00017524630905895,0.000148459867936554,28.8661505928572,0.00315178571428571,3.15178571428571,28.1085752142857,0.0984130404403214
"Banteay Meanchey",2006,12,2007,2006.42307692308,34,0.000219942360976481,0.000238640257642301,0.000202658349525399,30.1348122428572,0.00217417857142857,2.17417857142857,30.0434491642857,5.19987817991429
"Banteay Meanchey",2006,13,2007,2006.46153846154,26,0.000248210704992186,0.000270189958253342,0.000227958531495254,27.7484888928572,0.01165785,11.65785,30.3090551071429,3.15178571428571
"Banteay Meanchey",2006,14,2007,2006.5,37,0.000218252021784243,0.000238646549856815,0.000199539831783857,28.3391624,0.00451655714285714,4.51655714285714,30.3307181857143,2.17417857142857
"Banteay Meanchey",2006,15,2007,2006.53846153846,46,0.000168395754068142,0.000184303412003918,0.000153814797380359,27.4703781785714,0.00533682857142857,5.33682857142857,32.0451358857143,11.65785
"Banteay Meanchey",2006,16,2007,2006.57692307692,56,0.000185567049041537,0.00020252119249728,0.000169985868434482,27.4915478428571,0.00692088571428571,6.92088571428571,26.1756921214286,4.51655714285714
"Banteay Meanchey",2006,17,2007,2006.61538461538,68,0.0001678862647548,0.000183103238470605,0.000153893185360477,27.7836665,0.00801291428571429,8.01291428571428,29.0632844642857,5.33682857142857
"Banteay Meanchey",2006,18,2007,2006.65384615385,76,0.0001249275400226,0.000136269793923346,0.000114497589351389,28.0609951357143,0.00521346428571429,5.21346428571429,28.8661505928572,6.92088571428571
"Banteay Meanchey",2006,19,2007,2006.69230769231,19,0.00014947340649822,0.000162400545366994,0.000137537672619049,27.10188095,0.0137305357142857,13.7305357142857,30.1348122428572,8.01291428571428
"Banteay Meanchey",2006,2,2007,2006.03846153846,4,6.57836446664664e-05,7.43347222899787e-05,5.80047561315414e-05,26.3341477285715,4.66310448915714e-06,0.00466310448915714,27.7484888928572,5.21346428571429
"Banteay Meanchey",2006,20,2007,2006.73076923077,17,0.00011705475244982,0.000127270572893339,0.000107626179363918,26.8026066142857,0.0103898785714286,10.3898785714286,28.3391624,13.7305357142857
"Banteay Meanchey",2006,21,2007,2006.76923076923,10,0.000109252517449814,0.000118867736733419,0.000100374147897014,27.64234125,0.00503375714285714,5.03375714285714,27.4703781785714,0.00466310448915714
"Banteay Meanchey",2006,22,2007,2006.80769230769,12,0.000108634916946224,0.000118310410010869,9.96974310674051e-05,27.4958689714286,0.000311268257425021,0.311268257425021,27.4915478428571,10.3898785714286
"Banteay Meanchey",2006,23,2007,2006.84615384615,11,4.92181504201248e-05,5.46965534503357e-05,4.42151103990517e-05,27.7361260285714,9.87735193964429e-05,0.0987735193964429,27.7836665,5.03375714285714
"Banteay Meanchey",2006,24,2007,2006.88461538462,3,0.000126530504865286,0.000138428744487827,0.00011550904018995,29.2923861,0.000273728648371429,0.273728648371429,28.0609951357143,0.311268257425021
"Banteay Meanchey",2006,25,2007,2006.92307692308,7,8.31640433741335e-05,9.17440518136959e-05,7.52691476734409e-05,27.5326517285715,0.000292032055877793,0.292032055877793,27.10188095,0.0987735193964429
"Banteay Meanchey",2006,26,2007,2006.96153846154,6,8.70213441712185e-05,9.77920000621003e-05,7.71932083409253e-05,23.5594874266667,5.48700932933333e-08,5.48700932933333e-05,26.3341477285715,0.273728648371429
"Banteay Meanchey",2006,3,2007,2006.07692307692,2,6.76937804589956e-05,7.69177584249051e-05,5.93214668375027e-05,27.8974399285714,3.08386331825e-05,0.0308386331825,26.8026066142857,0.292032055877793
"Banteay Meanchey",2006,4,2007,2006.11538461538,2,0.000185905061950795,0.000202999292668886,0.000169996847632494,28.6416931142857,0.00221440442120714,2.21440442120714,27.64234125,5.48700932933333e-05
"Banteay Meanchey",2006,5,2007,2006.15384615385,4,9.14682431019984e-05,0.000100468790381329,8.31637761420294e-05,29.2596906071429,0.000798828571428571,0.798828571428571,27.4958689714286,0.0308386331825
"Banteay Meanchey",2006,6,2007,2006.19230769231,3,0.000128148230387509,0.00013958248327484,0.000117542994886524,30.2226767285715,0.000986614285714286,0.986614285714286,27.7361260285714,2.21440442120714
"Banteay Meanchey",2006,7,2007,2006.23076923077,5,0.00010278914593774,0.000112078249296908,9.41936439539765e-05,29.2305906214286,0.00538845,5.38845,29.2923861,0.798828571428571
"Banteay Meanchey",2006,8,2007,2006.26923076923,8,0.000177233437075801,0.000191550241354435,0.000163913614034881,29.4669086142857,0.00317663571428571,3.17663571428571,27.5326517285715,0.986614285714286
"Banteay Meanchey",2006,9,2007,2006.30769230769,17,0.000157044729678211,0.000169594463145851,0.000145381435896727,30.3915036928572,0.00212490714285714,2.12490714285714,23.5594874266667,5.38845
"Banteay Meanchey",2007,1,2007,2007,5,8.85555372916643e-05,9.89238163744855e-05,7.90549481366609e-05,25.8766496142857,8.586183368265e-05,0.08586183368265,27.8974399285714,3.17663571428571
"Banteay Meanchey",2007,10,2007,2007.34615384615,79,0.00023109763334645,0.000249564651266159,0.000213941513973697,27.9289573714286,0.0113056142857143,11.3056142857143,28.6416931142857,2.12490714285714
"Banteay Meanchey",2007,11,2007,2007.38461538462,245,0.000161320141541153,0.00017524630905895,0.000148459867936554,29.2290201142857,0.00249592857142857,2.49592857142857,29.2596906071429,0.08586183368265
"Banteay Meanchey",2007,12,2007,2007.42307692308,320,0.000219942360976481,0.000238640257642301,0.000202658349525399,29.89424205,0.00227452142857143,2.27452142857143,30.2226767285715,11.3056142857143
"Banteay Meanchey",2007,13,2007,2007.46153846154,435,0.000248210704992186,0.000270189958253342,0.000227958531495254,28.7867798,0.00568536428571429,5.68536428571429,29.2305906214286,2.49592857142857
"Banteay Meanchey",2007,14,2007,2007.5,329,0.000218252021784243,0.000238646549856815,0.000199539831783857,27.9238382571428,0.00556183571428571,5.56183571428571,29.4669086142857,2.27452142857143
"Banteay Meanchey",2007,15,2007,2007.53846153846,361,0.000168395754068142,0.000184303412003918,0.000153814797380359,28.1063053428572,0.00563082142857143,5.63082142857143,30.3915036928572,5.68536428571429
"Banteay Meanchey",2007,16,2007,2007.57692307692,228,0.000185567049041537,0.00020252119249728,0.000169985868434482,27.64815595,0.00752772857142857,7.52772857142857,25.8766496142857,5.56183571428571
"Banteay Meanchey",2007,17,2007,2007.61538461538,170,0.0001678862647548,0.000183103238470605,0.000153893185360477,28.4823512857143,0.00617335,6.17335,27.9289573714286,5.63082142857143
"Banteay Meanchey",2007,18,2007,2007.65384615385,120,0.0001249275400226,0.000136269793923346,0.000114497589351389,28.0273496642857,0.00641872142857143,6.41872142857143,29.2290201142857,7.52772857142857
"Banteay Meanchey",2007,19,2007,2007.69230769231,69,0.00014947340649822,0.000162400545366994,0.000137537672619049,27.6942588785715,0.00871438571428571,8.71438571428571,29.89424205,6.17335
"Banteay Meanchey",2007,2,2007,2007.03846153846,8,6.57836446664664e-05,7.43347222899787e-05,5.80047561315414e-05,27.1555221142858,7.84459084e-05,0.0784459084,28.7867798,6.41872142857143
"Banteay Meanchey",2007,20,2007,2007.73076923077,41,0.00011705475244982,0.000127270572893339,0.000107626179363918,27.6427331857143,0.00619835714285714,6.19835714285714,27.9238382571428,8.71438571428571
"Banteay Meanchey",2007,21,2007,2007.76923076923,33,0.000109252517449814,0.000118867736733419,0.000100374147897014,26.9129660571429,0.00756245420077143,7.56245420077143,28.1063053428572,0.0784459084
"Banteay Meanchey",2007,22,2007,2007.80769230769,22,0.000108634916946224,0.000118310410010869,9.96974310674051e-05,26.7831369142858,0.00194275481183571,1.94275481183571,27.64815595,6.19835714285714
"Banteay Meanchey",2007,23,2007,2007.84615384615,24,4.92181504201248e-05,5.46965534503357e-05,4.42151103990517e-05,26.21013935,0.00223701870462857,2.23701870462857,28.4823512857143,7.56245420077143
"Banteay Meanchey",2007,24,2007,2007.88461538462,14,0.000126530504865286,0.000138428744487827,0.00011550904018995,24.3573828857143,0.000168258667162857,0.168258667162857,28.0273496642857,1.94275481183571
"Banteay Meanchey",2007,25,2007,2007.92307692308,7,8.31640433741335e-05,9.17440518136959e-05,7.52691476734409e-05,27.3747842785714,1.72372191824286e-05,0.0172372191824286,27.6942588785715,2.23701870462857
"Banteay Meanchey",2007,26,2007,2007.96153846154,5,8.70213441712185e-05,9.77920000621003e-05,7.71932083409253e-05,27.5783257466667,2.8834649554e-05,0.028834649554,27.1555221142858,0.168258667162857
