"age_mult","age_min","age_max","year_range","llik","convergence","lci_mult","uci_mult"
1.10376692735646,1,2,"2002-2010",89232.1501757887,0,1.09721578435536,1.11031807035756
0.618536630616062,3,4,"2002-2010",89232.1501757887,0,0.607273357169762,0.629799904062361
1.0126391327355,5,6,"2002-2010",89232.1501757887,0,0.99808972025526,1.02718854521575
0.995053008704076,7,9,"2002-2010",89232.1501757887,0,0.981427414877745,1.00867860253041
1.24837419000122,10,12,"2002-2010",89232.1501757887,0,1.22630657817753,1.27044180182491
3.17664200308332,13,15,"2002-2010",89232.1501757887,0,3.11901412173856,3.23426988442809
1.0227013208587,16,19,"2002-2010",89232.1501757887,0,0.918872299231922,1.12653034248548
0.323921599173274,20,90,"2002-2010",89232.1501757887,0,0.118511051106043,0.529332147240505
1.18167538639984,1,2,"2011-2020",89232.1501757887,0,1.17569046246845,1.18766031033123
0.760662249930198,3,4,"2011-2020",89232.1501757887,0,0.751339795578627,0.769984704281769
0.893088970543467,5,6,"2011-2020",89232.1501757887,0,0.881612270537459,0.904565670549476
0.951923324042145,7,9,"2011-2020",89232.1501757887,0,0.941114005763958,0.962732642320331
1.3926757218678,10,12,"2011-2020",89232.1501757887,0,1.37642595207004,1.40892549166557
1.93816094613187,13,15,"2011-2020",89232.1501757887,0,1.91187808878219,1.96444380348156
0.225320027907608,16,19,"2011-2020",89232.1501757887,0,0.19788182347553,0.252758232339685
0.200175665466007,20,29,"2011-2020",89232.1501757887,0,0.184199206360045,0.21615212457197
1.68828981762752,30,39,"2011-2020",89232.1501757887,0,1.64857822011936,1.72800141513568
0.474505721306307,40,49,"2011-2020",89232.1501757887,0,0.390107687945206,0.558903754667408
2.37486304237098,50,90,"2011-2020",89232.1501757887,0,2.0180743625853,2.73165172215666
