"year","corr","provname","comp_prov","full_ts_corr","dist_m","dist_km","dist_from_PP_m","dist_from_PP_km"
2019,0.836014862595127,"Kandal","Preah Sihanouk",0.544903391682303,135267.207228657,135.267207228657,28414.1162565707,28.4141162565707
2020,0.263607016597888,"Kandal","Preah Sihanouk",0.544903391682303,135267.207228657,135.267207228657,28414.1162565707,28.4141162565707
2002,0.479362755739015,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2003,0.34018391193449,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2004,0.514061494748757,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2005,0.412338059007691,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2006,0.479605350719047,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2007,0.754919270568393,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2008,-0.180474290181573,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2009,0.520363305826837,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2010,0.591070188686152,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2011,0.913014025895954,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2012,0.922726656974275,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2013,0.867766075263145,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2014,0.195093074688672,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2015,0.719108300433275,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2016,0.793286679809242,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2017,0.626019250769311,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2018,0.661333815166842,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2019,0.818849104667225,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2020,0.536854916445366,"Kandal","Preah Vihear",0.461271707757236,261587.587301239,261.587587301239,28414.1162565707,28.4141162565707
2002,0.855687245872461,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2003,0.878593709165811,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2004,0.822877167285971,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2005,0.758906285453321,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2006,0.961187585482911,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2007,0.939747096810252,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2008,0.888200900598932,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2009,0.929004375310386,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2010,0.85918002762872,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2011,0.947593382469785,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2012,0.951042252512208,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2013,0.829086218224634,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2014,0.401353380882775,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2015,0.874714798712101,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2016,0.911728900648031,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2017,0.764089882820211,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2018,0.965897849092362,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2019,0.940640993167891,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2020,0.728187363988833,"Kandal","Prey Veng",0.889511031361767,48064.8346648787,48.0648346648787,28414.1162565707,28.4141162565707
2002,0.461422694885487,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2003,0.550952639426528,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2004,0.369781114523019,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2005,0.602377499848416,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2006,0.0747338650179191,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2007,0.242713339675039,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2008,0.637288233198897,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2009,0.624566425308006,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2010,0.873286653245228,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2011,0.585222648385246,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2012,0.722438831897943,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2013,0.821661859020824,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2014,-0.00361434451105436,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2015,0.534142112392332,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2016,0.459125951104191,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2017,0.422189544465311,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2018,0.865050873713977,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2019,0.507026527230569,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2020,0.793420189353554,"Kandal","Pursat",0.405224987379929,181983.568603809,181.983568603809,28414.1162565707,28.4141162565707
2002,-0.411728818516291,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2003,-0.0998736643250933,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2004,-0.517255304366627,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2005,0.381679286803702,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2006,-0.594284196922479,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2007,0.332918505716012,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2008,-0.558956074428098,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2009,0.782440687777185,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2010,0.633063498593122,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2011,0.547907345559398,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2012,0.316358961486085,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2013,0.605054350186118,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2014,0.167182426832487,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2015,0.207143607463415,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2016,-0.530034376307726,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2017,-0.56390179481083,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2018,0.560233698240604,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2019,0.850603508845854,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2020,0.726654248335808,"Kandal","Ratanak Kiri",0.391803012961874,358506.001820792,358.506001820792,28414.1162565707,28.4141162565707
2002,0.756127746820215,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2003,0.855876700125146,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2004,0.780523772409338,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2005,0.942914617396692,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2006,0.963538989824654,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2007,0.94263040452308,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2008,0.778871662980013,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2009,0.859277746968986,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2010,0.913924719579767,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2011,0.928241054377898,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2012,0.901083472732604,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2013,0.968930629589877,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2014,0.588989515925209,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2015,0.823922608180331,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2016,0.892084564696473,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2017,0.816979748201607,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2018,0.942216839598152,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2019,0.963672888629806,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2020,0.706996182335003,"Kandal","Siem Reap",0.829323926796853,247534.818922113,247.534818922113,28414.1162565707,28.4141162565707
2002,0.520067222035054,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2003,0.489048734688151,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2004,-0.517255304366718,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2005,-0.440709871494996,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2006,0.0996785681577123,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2007,0.813262514795949,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2008,0.139840476067562,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2009,0.303539068763976,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2010,0.434521545876986,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2011,0.106334247973912,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2012,0.345855837632447,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2013,0.624184361563199,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2014,-0.850255641418287,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2015,0.521089849669072,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2016,0.387582950586003,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2017,0.390847942628891,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2018,0.526589261111387,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2019,0.479928210516368,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2020,0.548256615338214,"Kandal","Stung Treng",0.230697144825686,301810.259982575,301.810259982575,28414.1162565707,28.4141162565707
2002,0.560477630083136,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2003,0.405317078661517,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2004,0.783216649319339,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2005,0.779542718116177,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2006,0.546032268152673,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2007,0.83721483273199,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2008,0.331328799295062,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2009,0.580051915940584,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2010,0.658462489676991,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2011,0.930544679235563,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2012,0.921696038616592,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2013,0.786899369508417,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2014,0.126244519328878,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2015,0.744044018529355,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2016,0.848613267292045,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2017,0.310016983872148,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2018,0.850338440808327,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2019,0.93972321720247,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2020,0.779942551486533,"Kandal","Svay Rieng",0.748368069704267,89428.4662390493,89.4284662390493,28414.1162565707,28.4141162565707
2002,0.846682395072834,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2003,0.840095875059246,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2004,0.778941251525579,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2005,0.737740913464924,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2006,0.838535820336407,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2007,0.944011681315672,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2008,0.7646547136327,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2009,0.866110025662051,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2010,0.927319914606786,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2011,0.742042325624439,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2012,0.964987129094085,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2013,0.920076505684319,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2014,0.538540830431754,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2015,0.967106507071742,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2016,0.876990760205618,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2017,0.33469446070722,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2018,0.91162956821968,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2019,0.911724925058303,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2020,0.82638976429714,"Kandal","Takeo",0.707752984255996,56562.0685195957,56.5620685195957,28414.1162565707,28.4141162565707
2016,0.733277306063136,"Kandal","Tboung Khmum",0.770450518982506,119056.794560766,119.056794560766,28414.1162565707,28.4141162565707
2017,0.442341419248015,"Kandal","Tboung Khmum",0.770450518982506,119056.794560766,119.056794560766,28414.1162565707,28.4141162565707
2018,0.761679169385235,"Kandal","Tboung Khmum",0.770450518982506,119056.794560766,119.056794560766,28414.1162565707,28.4141162565707
2019,0.83946004931565,"Kandal","Tboung Khmum",0.770450518982506,119056.794560766,119.056794560766,28414.1162565707,28.4141162565707
2020,0.565219639061992,"Kandal","Tboung Khmum",0.770450518982506,119056.794560766,119.056794560766,28414.1162565707,28.4141162565707
2002,0.592748864271136,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2003,0.27872004650526,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2004,0.083724307119852,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2005,0.0725725054909473,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2006,-0.259815265823483,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2007,0.822071360858416,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2008,0.0158426346705014,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2009,0.144916428756533,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2010,0.423025460354137,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2011,-0.389775853976464,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2012,0.152446529302191,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2013,0.297250857043803,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2014,-0.0909488634715834,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2015,-0.542220957527308,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2016,-0.0486105553719173,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2017,0.374421297347217,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2018,-0.0182093214448746,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2019,0.746024241186383,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2020,0.429960694301519,"Kep","Banteay Meanchey",0.491637792867267,390586.577131884,390.586577131884,129868.362873085,129.868362873085
2002,0.349419564452708,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2003,0.08807045733033,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2004,0.283803016232921,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2005,0.184713441287651,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2006,-0.170252075173658,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2007,0.590121350728072,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2008,0.124782997002119,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2009,0.369022138728895,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2010,0.499159946077976,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2011,-0.625908293931655,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2012,0.338032216326913,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2013,0.253587031454514,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2014,-0.0251363155442293,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2015,-0.537857864880517,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2016,0.204548276989348,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2017,0.270716499729036,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2018,-0.073012764560155,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2019,0.707633597479606,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2020,0.464931586608623,"Kep","Battambang",0.629102656822312,293897.067611141,293.897067611141,129868.362873085,129.868362873085
2002,0.62292676520647,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2003,0.304313165069751,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2004,0.375394078950018,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2005,0.13596599014224,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2006,-0.30187015804703,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2007,0.909563821459569,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2008,0.23128188037965,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2009,0.211654112616827,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2010,0.753794715125545,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2011,-0.305945433889115,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2012,0.502215991302074,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2013,0.70188649206434,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2014,0.300402213829446,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2015,-0.386223599821371,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2016,0.0492296985325338,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2017,0.00919064732713052,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2018,0.196792606290939,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2019,0.728835074785842,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2020,0.769546632550268,"Kep","Kampong Cham",0.424513293129015,201839.510395213,201.839510395213,129868.362873085,129.868362873085
2002,0.369463760946803,"Kep","Kampong Chhnang",0.550041143799135,185222.791512507,185.222791512507,129868.362873085,129.868362873085
2003,0.289346077215175,"Kep","Kampong Chhnang",0.550041143799135,185222.791512507,185.222791512507,129868.362873085,129.868362873085
2004,0.226285799896035,"Kep","Kampong Chhnang",0.550041143799135,185222.791512507,185.222791512507,129868.362873085,129.868362873085
2005,0.06080298056991,"Kep","Kampong Chhnang",0.550041143799135,185222.791512507,185.222791512507,129868.362873085,129.868362873085
2006,-0.162831230962869,"Kep","Kampong Chhnang",0.550041143799135,185222.791512507,185.222791512507,129868.362873085,129.868362873085
2007,0.71163524051863,"Kep","Kampong Chhnang",0.550041143799135,185222.791512507,185.222791512507,129868.362873085,129.868362873085
2008,-0.0410260257724457,"Kep","Kampong Chhnang",0.550041143799135,185222.791512507,185.222791512507,129868.362873085,129.868362873085
2009,0.0572365424339756,"Kep","Kampong Chhnang",0.550041143799135,185222.791512507,185.222791512507,129868.362873085,129.868362873085
