"time","cases","births","pop","births_per_1000"
2009.04,48,13759.4144786538,13899971.1538462,25.767
2009.08,53,13759.4144786538,13908039.2307692,25.767
2009.12,68,13759.4144786538,13916107.3076923,25.767
2009.15,105,13759.4144786538,13924175.3846154,25.767
2009.19,115,13759.4144786538,13932243.4615385,25.767
2009.23,123,13759.4144786538,13940311.5384615,25.767
2009.27,174,13759.4144786538,13948379.6153846,25.767
2009.31,256,13759.4144786538,13956447.6923077,25.767
2009.35,397,13759.4144786538,13964515.7692308,25.767
2009.38,611,13759.4144786538,13972583.8461538,25.767
2009.42,818,13759.4144786538,13980651.9230769,25.767
2009.46,1104,13759.4144786538,13988720,25.767
2009.5,1203,13759.4144786538,13996788.0769231,25.767
2009.54,1151,13759.4144786538,14004856.1538462,25.767
2009.58,917,13759.4144786538,14012924.2307692,25.767
2009.62,956,13759.4144786538,14020992.3076923,25.767
2009.65,957,13759.4144786538,14029060.3846154,25.767
2009.69,642,13759.4144786538,14037128.4615385,25.767
2009.73,382,13759.4144786538,14045196.5384615,25.767
2009.77,419,13759.4144786538,14053264.6153846,25.767
2009.81,392,13759.4144786538,14061332.6923077,25.767
2009.85,273,13759.4144786538,14069400.7692308,25.767
2009.88,162,13759.4144786538,14077468.8461538,25.767
2009.92,147,13759.4144786538,14085536.9230769,25.767
2009.96,105,13759.4144786538,14093605,25.767
2010,123,13823.6582580769,14102012.6923077,25.502
2010.04,67,13823.6582580769,14110420.3846154,25.502
2010.08,45,13823.6582580769,14118828.0769231,25.502
2010.12,48,13823.6582580769,14127235.7692308,25.502
2010.15,78,13823.6582580769,14135643.4615385,25.502
2010.19,111,13823.6582580769,14144051.1538462,25.502
2010.23,80,13823.6582580769,14152458.8461538,25.502
2010.27,65,13823.6582580769,14160866.5384615,25.502
2010.31,103,13823.6582580769,14169274.2307692,25.502
2010.35,129,13823.6582580769,14177681.9230769,25.502
2010.38,303,13823.6582580769,14186089.6153846,25.502
2010.42,386,13823.6582580769,14194497.3076923,25.502
2010.46,564,13823.6582580769,14202905,25.502
2010.5,939,13823.6582580769,14211312.6923077,25.502
2010.54,1251,13823.6582580769,14219720.3846154,25.502
2010.58,1636,13823.6582580769,14228128.0769231,25.502
2010.62,1516,13823.6582580769,14236535.7692308,25.502
2010.65,1306,13823.6582580769,14244943.4615385,25.502
2010.69,1072,13823.6582580769,14253351.1538462,25.502
2010.73,890,13823.6582580769,14261758.8461538,25.502
2010.77,604,13823.6582580769,14270166.5384615,25.502
2010.81,436,13823.6582580769,14278574.2307692,25.502
2010.85,289,13823.6582580769,14286981.9230769,25.502
2010.88,185,13823.6582580769,14295389.6153846,25.502
2010.92,143,13823.6582580769,14303797.3076923,25.502
2010.96,131,13823.6582580769,14312205,25.502
2011,75,13853.1135011538,14321021,25.166
2011.04,55,13853.1135011538,14329837,25.166
2011.08,53,13853.1135011538,14338653,25.166
2011.12,43,13853.1135011538,14347469,25.166
2011.15,31,13853.1135011538,14356285,25.166
2011.19,65,13853.1135011538,14365101,25.166
2011.23,57,13853.1135011538,14373917,25.166
2011.27,109,13853.1135011538,14382733,25.166
2011.31,192,13853.1135011538,14391549,25.166
2011.35,422,13853.1135011538,14400365,25.166
2011.38,832,13853.1135011538,14409181,25.166
2011.42,1250,13853.1135011538,14417997,25.166
2011.46,1393,13853.1135011538,14426813,25.166
2011.5,1643,13853.1135011538,14435629,25.166
2011.54,1657,13853.1135011538,14444445,25.166
2011.58,1584,13853.1135011538,14453261,25.166
2011.62,1552,13853.1135011538,14462077,25.166
2011.65,1390,13853.1135011538,14470893,25.166
2011.69,984,13853.1135011538,14479709,25.166
2011.73,655,13853.1135011538,14488525,25.166
2011.77,620,13853.1135011538,14497341,25.166
2011.81,447,13853.1135011538,14506157,25.166
2011.85,331,13853.1135011538,14514973,25.166
2011.88,235,13853.1135011538,14523789,25.166
2011.92,315,13853.1135011538,14532605,25.166
2011.96,228,13853.1135011538,14541421,25.166
2012,111,13868.6006360385,14550614.5769231,24.797
2012.04,114,13868.6006360385,14559808.1538462,24.797
2012.08,139,13868.6006360385,14569001.7307692,24.797
2012.12,186,13868.6006360385,14578195.3076923,24.797
2012.15,254,13868.6006360385,14587388.8846154,24.797
2012.19,375,13868.6006360385,14596582.4615385,24.797
2012.23,462,13868.6006360385,14605776.0384615,24.797
2012.27,622,13868.6006360385,14614969.6153846,24.797
2012.31,1001,13868.6006360385,14624163.1923077,24.797
2012.35,1558,13868.6006360385,14633356.7692308,24.797
2012.38,2395,13868.6006360385,14642550.3461538,24.797
2012.42,3570,13868.6006360385,14651743.9230769,24.797
2012.46,4863,13868.6006360385,14660937.5,24.797
2012.5,4249,13868.6006360385,14670131.0769231,24.797
2012.54,3897,13868.6006360385,14679324.6538462,24.797
2012.58,3928,13868.6006360385,14688518.2307692,24.797
2012.62,3206,13868.6006360385,14697711.8076923,24.797
2012.65,2885,13868.6006360385,14706905.3846154,24.797
2012.69,1972,13868.6006360385,14716098.9615385,24.797
2012.73,1952,13868.6006360385,14725292.5384615,24.797
2012.77,1293,13868.6006360385,14734486.1153846,24.797
2012.81,1082,13868.6006360385,14743679.6923077,24.797
2012.85,735,13868.6006360385,14752873.2692308,24.797
2012.88,561,13868.6006360385,14762066.8461538,24.797
2012.92,712,13868.6006360385,14771260.4230769,24.797
2012.96,170,13868.6006360385,14780454,24.797
2013,294,13883.394138,14789910.7692308,24.422
2013.04,182,13883.394138,14799367.5384615,24.422
2013.08,166,13883.394138,14808824.3076923,24.422
2013.12,204,13883.394138,14818281.0769231,24.422
2013.15,254,13883.394138,14827737.8461538,24.422
2013.19,245,13883.394138,14837194.6153846,24.422
2013.23,265,13883.394138,14846651.3846154,24.422
2013.27,312,13883.394138,14856108.1538462,24.422
2013.31,464,13883.394138,14865564.9230769,24.422
2013.35,684,13883.394138,14875021.6923077,24.422
2013.38,1206,13883.394138,14884478.4615385,24.422
2013.42,1536,13883.394138,14893935.2307692,24.422
2013.46,1829,13883.394138,14903392,24.422
2013.5,2268,13883.394138,14912848.7692308,24.422
2013.54,1693,13883.394138,14922305.5384615,24.422
2013.58,1206,13883.394138,14931762.3076923,24.422
2013.62,1056,13883.394138,14941219.0769231,24.422
2013.65,725,13883.394138,14950675.8461538,24.422
2013.69,583,13883.394138,14960132.6153846,24.422
2013.73,494,13883.394138,14969589.3846154,24.422
2013.77,517,13883.394138,14979046.1538462,24.422
2013.81,507,13883.394138,14988502.9230769,24.422
2013.85,363,13883.394138,14997959.6923077,24.422
2013.88,233,13883.394138,15007416.4615385,24.422
2013.92,80,13883.394138,15016873.2307692,24.422
2013.96,63,13883.394138,15026330,24.422
2014,47,13898.1993784615,15035875.2307692,24.048
2014.04,27,13898.1993784615,15045420.4615385,24.048
2014.08,23,13898.1993784615,15054965.6923077,24.048
2014.12,30,13898.1993784615,15064510.9230769,24.048
2014.15,28,13898.1993784615,15074056.1538462,24.048
2014.19,47,13898.1993784615,15083601.3846154,24.048
2014.23,53,13898.1993784615,15093146.6153846,24.048
2014.27,60,13898.1993784615,15102691.8461538,24.048
2014.31,97,13898.1993784615,15112237.0769231,24.048
2014.35,142,13898.1993784615,15121782.3076923,24.048
2014.38,223,13898.1993784615,15131327.5384615,24.048
2014.42,216,13898.1993784615,15140872.7692308,24.048
2014.46,238,13898.1993784615,15150418,24.048
2014.5,277,13898.1993784615,15159963.2307692,24.048
2014.54,220,13898.1993784615,15169508.4615385,24.048
2014.58,329,13898.1993784615,15179053.6923077,24.048
2014.62,279,13898.1993784615,15188598.9230769,24.048
2014.65,252,13898.1993784615,15198144.1538462,24.048
2014.69,157,13898.1993784615,15207689.3846154,24.048
2014.73,173,13898.1993784615,15217234.6153846,24.048
2014.77,151,13898.1993784615,15226779.8461538,24.048
2014.81,150,13898.1993784615,15236325.0769231,24.048
2014.85,184,13898.1993784615,15245870.3076923,24.048
2014.88,131,13898.1993784615,15255415.5384615,24.048
2014.92,133,13898.1993784615,15264960.7692308,24.048
2014.96,224,13898.1993784615,15274506,24.048
2015,67,13908.025194,15284003.2692308,23.674
2015.04,59,13908.025194,15293500.5384615,23.674
2015.08,48,13908.025194,15302997.8076923,23.674
2015.12,46,13908.025194,15312495.0769231,23.674
2015.15,52,13908.025194,15321992.3461538,23.674
2015.19,70,13908.025194,15331489.6153846,23.674
2015.23,89,13908.025194,15340986.8846154,23.674
2015.27,80,13908.025194,15350484.1538462,23.674
2015.31,154,13908.025194,15359981.4230769,23.674
2015.35,259,13908.025194,15369478.6923077,23.674
2015.38,386,13908.025194,15378975.9615385,23.674
2015.42,552,13908.025194,15388473.2307692,23.674
2015.46,786,13908.025194,15397970.5,23.674
2015.5,1103,13908.025194,15407467.7692308,23.674
2015.54,1484,13908.025194,15416965.0384615,23.674
2015.58,1673,13908.025194,15426462.3076923,23.674
2015.62,1637,13908.025194,15435959.5769231,23.674
2015.65,1531,13908.025194,15445456.8461538,23.674
2015.69,1192,13908.025194,15454954.1153846,23.674
2015.73,939,13908.025194,15464451.3846154,23.674
2015.77,769,13908.025194,15473948.6538462,23.674
2015.81,701,13908.025194,15483445.9230769,23.674
2015.85,505,13908.025194,15492943.1923077,23.674
2015.88,578,13908.025194,15502440.4615385,23.674
2015.92,423,13908.025194,15511937.7307692,23.674
2015.96,177,13908.025194,15521435,23.674
2016,198,13904.2208686538,15530852.5,23.291
2016.04,195,13904.2208686538,15540270,23.291
2016.08,176,13904.2208686538,15549687.5,23.291
2016.12,149,13904.2208686538,15559105,23.291
2016.15,145,13904.2208686538,15568522.5,23.291
2016.19,195,13904.2208686538,15577940,23.291
2016.23,107,13904.2208686538,15587357.5,23.291
2016.27,219,13904.2208686538,15596775,23.291
2016.31,168,13904.2208686538,15606192.5,23.291
2016.35,174,13904.2208686538,15615610,23.291
2016.38,333,13904.2208686538,15625027.5,23.291
2016.42,520,13904.2208686538,15634445,23.291
2016.46,1127,13904.2208686538,15643862.5,23.291
2016.5,1201,13904.2208686538,15653280,23.291
2016.54,1320,13904.2208686538,15662697.5,23.291
2016.58,1341,13904.2208686538,15672115,23.291
2016.62,1207,13904.2208686538,15681532.5,23.291
2016.65,1021,13904.2208686538,15690950,23.291
2016.69,662,13904.2208686538,15700367.5,23.291
2016.73,581,13904.2208686538,15709785,23.291
2016.77,531,13904.2208686538,15719202.5,23.291
2016.81,313,13904.2208686538,15728620,23.291
2016.85,388,13904.2208686538,15738037.5,23.291
2016.88,236,13904.2208686538,15747455,23.291
2016.92,156,13904.2208686538,15756872.5,23.291
2016.96,174,13904.2208686538,15766290,23.291
2017,82,13879.7927619231,15775640.8846154,22.889
2017.04,70,13879.7927619231,15784991.7692308,22.889
2017.08,70,13879.7927619231,15794342.6538462,22.889
2017.12,68,13879.7927619231,15803693.5384615,22.889
2017.15,50,13879.7927619231,15813044.4230769,22.889
2017.19,62,13879.7927619231,15822395.3076923,22.889
2017.23,70,13879.7927619231,15831746.1923077,22.889
2017.27,76,13879.7927619231,15841097.0769231,22.889
2017.31,87,13879.7927619231,15850447.9615385,22.889
2017.35,127,13879.7927619231,15859798.8461538,22.889
2017.38,203,13879.7927619231,15869149.7307692,22.889
2017.42,235,13879.7927619231,15878500.6153846,22.889
2017.46,528,13879.7927619231,15887851.5,22.889
2017.5,450,13879.7927619231,15897202.3846154,22.889
2017.54,491,13879.7927619231,15906553.2692308,22.889
2017.58,371,13879.7927619231,15915904.1538462,22.889
2017.62,430,13879.7927619231,15925255.0384615,22.889
2017.65,362,13879.7927619231,15934605.9230769,22.889
2017.69,324,13879.7927619231,15943956.8076923,22.889
2017.73,338,13879.7927619231,15953307.6923077,22.889
2017.77,319,13879.7927619231,15962658.5769231,22.889
2017.81,306,13879.7927619231,15972009.4615385,22.889
2017.85,266,13879.7927619231,15981360.3461538,22.889
2017.88,331,13879.7927619231,15990711.2307692,22.889
2017.92,483,13879.7927619231,16000062.1153846,22.889
2017.96,314,13879.7927619231,16009413,22.889
2018,209,13832.132832,16018658.4615385,22.464
2018.04,171,13832.132832,16027903.9230769,22.464
2018.08,164,13832.132832,16037149.3846154,22.464
2018.12,161,13832.132832,16046394.8461538,22.464
2018.15,151,13832.132832,16055640.3076923,22.464
2018.19,206,13832.132832,16064885.7692308,22.464
2018.23,206,13832.132832,16074131.2307692,22.464
2018.27,238,13832.132832,16083376.6923077,22.464
2018.31,407,13832.132832,16092622.1538462,22.464
2018.35,499,13832.132832,16101867.6153846,22.464
2018.38,832,13832.132832,16111113.0769231,22.464
2018.42,1123,13832.132832,16120358.5384615,22.464
2018.46,1665,13832.132832,16129604,22.464
2018.5,1869,13832.132832,16138849.4615385,22.464
2018.54,1770,13832.132832,16148094.9230769,22.464
2018.58,1982,13832.132832,16157340.3846154,22.464
2018.62,1576,13832.132832,16166585.8461538,22.464
2018.65,1672,13832.132832,16175831.3076923,22.464
2018.69,1338,13832.132832,16185076.7692308,22.464
2018.73,1244,13832.132832,16194322.2307692,22.464
2018.77,1303,13832.132832,16203567.6923077,22.464
2018.81,1339,13832.132832,16212813.1538462,22.464
2018.85,1532,13832.132832,16222058.6153846,22.464
2018.88,1251,13832.132832,16231304.0769231,22.464
2018.92,1459,13832.132832,16240549.5384615,22.464
2018.96,949,13832.132832,16249795,22.464
2019,956,13762.3263807692,16258900.6538462,22.02
2019.04,810,13762.3263807692,16268006.3076923,22.02
2019.08,886,13762.3263807692,16277111.9615385,22.02
2019.12,940,13762.3263807692,16286217.6153846,22.02
2019.15,934,13762.3263807692,16295323.2692308,22.02
2019.19,1036,13762.3263807692,16304428.9230769,22.02
2019.23,1269,13762.3263807692,16313534.5769231,22.02
2019.27,1891,13762.3263807692,16322640.2307692,22.02
2019.31,2510,13762.3263807692,16331745.8846154,22.02
2019.35,3532,13762.3263807692,16340851.5384615,22.02
2019.38,5436,13762.3263807692,16349957.1923077,22.02
2019.42,8136,13762.3263807692,16359062.8461538,22.02
2019.46,8764,13762.3263807692,16368168.5,22.02
2019.5,7521,13762.3263807692,16377274.1538462,22.02
2019.54,5519,13762.3263807692,16386379.8076923,22.02
2019.58,3860,13762.3263807692,16395485.4615385,22.02
2019.62,3032,13762.3263807692,16404591.1153846,22.02
2019.65,2244,13762.3263807692,16413696.7692308,22.02
2019.69,1825,13762.3263807692,16422802.4230769,22.02
2019.73,1714,13762.3263807692,16431908.0769231,22.02
2019.77,1568,13762.3263807692,16441013.7307692,22.02
2019.81,1129,13762.3263807692,16450119.3846154,22.02
2019.85,975,13762.3263807692,16459225.0384615,22.02
2019.88,695,13762.3263807692,16468330.6923077,22.02
2019.92,466,13762.3263807692,16477436.3461538,22.02
2019.96,428,13762.3263807692,16486542,22.02
2020,389,13962.8328784615,16495481.5769231,22.02
2020.04,293,13962.8328784615,16504421.1538462,22.02
2020.08,235,13962.8328784615,16513360.7307692,22.02
2020.12,205,13962.8328784615,16522300.3076923,22.02
2020.15,163,13962.8328784615,16531239.8846154,22.02
2020.19,122,13962.8328784615,16540179.4615385,22.02
2020.23,108,13962.8328784615,16549119.0384615,22.02
2020.27,152,13962.8328784615,16558058.6153846,22.02
2020.31,211,13962.8328784615,16566998.1923077,22.02
2020.35,259,13962.8328784615,16575937.7692308,22.02
2020.38,341,13962.8328784615,16584877.3461538,22.02
2020.42,440,13962.8328784615,16593816.9230769,22.02
2020.46,649,13962.8328784615,16602756.5,22.02
2020.5,1046,13962.8328784615,16611696.0769231,22.02
2020.54,1258,13962.8328784615,16620635.6538462,22.02
2020.58,1014,13962.8328784615,16629575.2307692,22.02
2020.62,1008,13962.8328784615,16638514.8076923,22.02
2020.65,807,13962.8328784615,16647454.3846154,22.02
2020.69,676,13962.8328784615,16656393.9615385,22.02
2020.73,458,13962.8328784615,16665333.5384615,22.02
2020.77,418,13962.8328784615,16674273.1153846,22.02
2020.81,376,13962.8328784615,16683212.6923077,22.02
2020.85,347,13962.8328784615,16692152.2692308,22.02
2020.88,296,13962.8328784615,16701091.8461538,22.02
2020.92,278,13962.8328784615,16710031.4230769,22.02
2020.96,0,13962.8328784615,16718971,22.02
