"year","lambda","N_sero","llik","convergence","lambda_min","lambda_max","lci","uci","eval_CI","lambda_KP","llik_KP","convergence_KP","lambda_KP_lci","lambda_KP_uci"
2019,0.0673704168034978,2,77650.3928728844,0,1e-04,1,0.0661,0.0691,"lambda within CI bounds",0.119466828853502,91.0795301192378,0,0.0771,0.1781
