"provname","year","biweek","epiyr","beta","betahigh","betalow","temp_C","precip_m","precip_mm","temp_C_lag","precip_mm_lag","time","cases","births","pop"
"Banteay Meanchey","2007","1","2007",0.000105719043767992,0.000114236019179032,9.78370595854072e-05,25.8766496142857,8.586183368265e-05,0.08586183368265,27.8974399285714,3.17663571428571,2007,5,681.041759787731,682126.886629329
"Banteay Meanchey","2007","10","2007",0.000119367089891222,0.000132059698146543,0.000107894401918803,27.9289573714286,0.0113056142857143,11.3056142857143,28.6416931142857,2.12490714285714,2007.34615384615,79,683.898436611932,685676.790210567
"Banteay Meanchey","2007","11","2007",0.000145851134589151,0.000165315069633649,0.00012867885249714,29.2290201142857,0.00249592857142857,2.49592857142857,29.2596906071429,0.08586183368265,2007.38461538462,245,684.172700895052,686071.223941815
"Banteay Meanchey","2007","12","2007",0.000191138003256421,0.000227226890360112,0.000160780866344438,29.89424205,0.00227452142857143,2.27452142857143,30.2226767285715,11.3056142857143,2007.42307692308,320,684.446965178172,686465.657673064
"Banteay Meanchey","2007","13","2007",0.00014206447362366,0.0001580307857471,0.000127711284675036,28.7867798,0.00568536428571429,5.68536428571429,29.2305906214286,2.49592857142857,2007.46153846154,435,684.721229461292,686860.091404313
"Banteay Meanchey","2007","14","2007",0.000155315736757363,0.000172916527252033,0.000139506491761324,27.9238382571428,0.00556183571428571,5.56183571428571,29.4669086142857,2.27452142857143,2007.5,329,684.995493744411,687254.525135561
"Banteay Meanchey","2007","15","2007",0.000207069842623885,0.000238170589391005,0.000180030287677072,28.1063053428572,0.00563082142857143,5.63082142857143,30.3915036928572,5.68536428571429,2007.53846153846,361,685.269758027531,687648.95886681
"Banteay Meanchey","2007","16","2007",0.000123127855016846,0.000146224705311436,0.000103679256174666,27.64815595,0.00752772857142857,7.52772857142857,25.8766496142857,5.56183571428571,2007.57692307692,228,685.544022310651,688043.392598059
"Banteay Meanchey","2007","17","2007",0.000104337288554474,0.000113971062402038,9.55178406997532e-05,28.4823512857143,0.00617335,6.17335,27.9289573714286,5.63082142857143,2007.61538461538,170,685.818286593771,688437.826329308
"Banteay Meanchey","2007","18","2007",0.000137365909180317,0.0001536536230619,0.000122804738534108,28.0273496642857,0.00641872142857143,6.41872142857143,29.2290201142857,7.52772857142857,2007.65384615385,120,686.092550876891,688832.260060556
"Banteay Meanchey","2007","19","2007",0.000177806255698698,0.000199765523883446,0.00015826086479285,27.6942588785715,0.00871438571428571,8.71438571428571,29.89424205,6.17335,2007.69230769231,69,686.36681516001,689226.693791805
"Banteay Meanchey","2007","2","2007",0.00012033302310691,0.000133241116342173,0.000108675436288468,27.1555221142858,7.84459084e-05,0.0784459084,28.7867798,6.41872142857143,2007.03846153846,8,681.371939022613,682521.320360577
"Banteay Meanchey","2007","20","2007",0.000102193806298301,0.000115413866040239,9.04880358317902e-05,27.6427331857143,0.00619835714285714,6.19835714285714,27.9238382571428,8.71438571428571,2007.73076923077,41,686.64107944313,689621.127523054
"Banteay Meanchey","2007","21","2007",0.00011030731751365,0.000121642429209645,0.000100028455335158,26.9129660571429,0.00756245420077143,7.56245420077143,28.1063053428572,0.0784459084,2007.76923076923,33,686.91534372625,690015.561254302
"Banteay Meanchey","2007","22","2007",0.000101613674572413,0.000112370987161681,9.18861631539458e-05,26.7831369142858,0.00194275481183571,1.94275481183571,27.64815595,6.19835714285714,2007.80769230769,22,687.18960800937,690409.994985551
"Banteay Meanchey","2007","23","2007",0.000111326869459858,0.000123582708945435,0.000100286455682117,26.21013935,0.00223701870462857,2.23701870462857,28.4823512857143,7.56245420077143,2007.84615384615,24,687.463872292489,690804.4287168
"Banteay Meanchey","2007","24","2007",0.000107980852466986,0.000117166556966956,9.95152951604206e-05,24.3573828857143,0.000168258667162857,0.168258667162857,28.0273496642857,1.94275481183571,2007.88461538462,14,687.738136575609,691198.862448048
"Banteay Meanchey","2007","25","2007",0.000104626162439755,0.000113099576410763,9.67875761719324e-05,27.3747842785714,1.72372191824286e-05,0.0172372191824286,27.6942588785715,2.23701870462857,2007.92307692308,7,688.012400858729,691593.296179297
"Banteay Meanchey","2007","26","2007",0.000103751063706404,0.000113961305477508,9.44555976706908e-05,27.5783257466667,2.8834649554e-05,0.028834649554,27.1555221142858,0.168258667162857,2007.96153846154,5,688.286665141849,691987.729910546
"Banteay Meanchey","2007","3","2007",0.000105788629565272,0.000115449602048973,9.69360997931474e-05,24.8161633214286,2.69877089729286e-06,0.00269877089729286,27.6427331857143,0.0172372191824286,2007.07692307692,9,681.702118257494,682915.754091826
"Banteay Meanchey","2007","4","2007",0.000104436501587524,0.000116255740660755,9.38188755398195e-05,29.6144772785714,0.000468184409069286,0.468184409069286,26.9129660571429,0.028834649554,2007.11538461538,5,682.032297492376,683310.187823075
"Banteay Meanchey","2007","5","2007",0.000105389616824285,0.000118254569362111,9.39242466002199e-05,29.8293378214286,0.00103814699019286,1.03814699019286,26.7831369142858,0.00269877089729286,2007.15384615385,5,682.362476727257,683704.621554323
"Banteay Meanchey","2007","6","2007",0.000115829863790617,0.000133795098352117,0.000100276897367672,29.5681126785715,0.0026552,2.6552,26.21013935,0.468184409069286,2007.19230769231,15,682.692655962139,684099.055285572
"Banteay Meanchey","2007","7","2007",0.000177260693745175,0.000217957051472357,0.000144163051090851,30.81429385,0.00120040914852714,1.20040914852714,24.3573828857143,1.03814699019286,2007.23076923077,26,683.02283519702,684493.489016821
