"provname","year","lambda","CI","llik_FOI","llik_age","llik_sigma","llik_sigma_age","AIC_FOI","AIC_age","AIC_sigma","AIC_sigma_age"
"Kandal",2013,0.1556,"[0.145-0.166]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2014,0.1003,"[0.088-0.113]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2015,0.1434,"[0.132-0.155]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2016,0.1302,"[0.119-0.141]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2017,0.09191,"[0.0809-0.103]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2018,0.1863,"[0.176-0.196]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2019,0.214,"[0.206-0.222]",11439,6897,11429,6849,22946,13900,22965,13842
"Kandal",2020,0.2601,"[0.246-0.274]",11439,6897,11429,6849,22946,13900,22965,13842
"Kep",1988,0.1909,"[0-1.06]",602,552,604,553,1269,1209,1312,1248
"Kep",1989,1e-07,"[0-0.817]",602,552,604,553,1269,1209,1312,1248
"Kep",1990,0.4815,"[0-1.21]",602,552,604,553,1269,1209,1312,1248
"Kep",1991,0.2563,"[0-0.845]",602,552,604,553,1269,1209,1312,1248
"Kep",1992,1e-07,"[0-0.52]",602,552,604,553,1269,1209,1312,1248
"Kep",1993,1e-07,"[0-0.463]",602,552,604,553,1269,1209,1312,1248
"Kep",1994,0.2179,"[0-0.624]",602,552,604,553,1269,1209,1312,1248
"Kep",1995,0.2723,"[0-0.627]",602,552,604,553,1269,1209,1312,1248
"Kep",1996,0.1967,"[0-0.505]",602,552,604,553,1269,1209,1312,1248
"Kep",1997,0.2768,"[0.00644-0.547]",602,552,604,553,1269,1209,1312,1248
"Kep",1998,0.09064,"[0-0.331]",602,552,604,553,1269,1209,1312,1248
"Kep",1999,0.2823,"[0.0679-0.497]",602,552,604,553,1269,1209,1312,1248
"Kep",2000,0.2063,"[0.0209-0.392]",602,552,604,553,1269,1209,1312,1248
"Kep",2001,0.1366,"[0-0.3]",602,552,604,553,1269,1209,1312,1248
"Kep",2002,0.372,"[0.258-0.486]",602,552,604,553,1269,1209,1312,1248
"Kep",2003,0.1015,"[0.00649-0.196]",602,552,604,553,1269,1209,1312,1248
"Kep",2004,0.0779,"[0-0.216]",602,552,604,553,1269,1209,1312,1248
"Kep",2005,0.2066,"[0.0689-0.344]",602,552,604,553,1269,1209,1312,1248
"Kep",2006,0.1151,"[0-0.241]",602,552,604,553,1269,1209,1312,1248
"Kep",2007,0.3017,"[0.205-0.399]",602,552,604,553,1269,1209,1312,1248
"Kep",2008,1e-07,"[0-0.109]",602,552,604,553,1269,1209,1312,1248
"Kep",2009,0.07362,"[0-0.2]",602,552,604,553,1269,1209,1312,1248
"Kep",2010,0.2536,"[0.158-0.349]",602,552,604,553,1269,1209,1312,1248
"Kep",2011,0.1228,"[0.0256-0.22]",602,552,604,553,1269,1209,1312,1248
"Kep",2012,0.1235,"[0.0289-0.218]",602,552,604,553,1269,1209,1312,1248
"Kep",2013,0.1337,"[0.0436-0.224]",602,552,604,553,1269,1209,1312,1248
"Kep",2014,1e-07,"[0-0.108]",602,552,604,553,1269,1209,1312,1248
"Kep",2015,0.1366,"[0.0229-0.25]",602,552,604,553,1269,1209,1312,1248
"Kep",2016,0.1697,"[0.0752-0.264]",602,552,604,553,1269,1209,1312,1248
"Kep",2017,0.07583,"[0.00923-0.142]",602,552,604,553,1269,1209,1312,1248
"Kep",2018,0.1064,"[0.0387-0.174]",602,552,604,553,1269,1209,1312,1248
"Kep",2019,0.1048,"[0.0605-0.149]",602,552,604,553,1269,1209,1312,1248
"Kep",2020,0.03363,"[0-0.164]",602,552,604,553,1269,1209,1312,1248
"Koh Kong",1990,1e-07,"[0-0.905]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",1991,0.4327,"[0-1.12]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",1992,0.1133,"[0-0.679]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",1993,0.1093,"[0-0.602]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",1994,0.2339,"[0-0.667]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",1995,0.2828,"[0-0.654]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",1996,0.2515,"[0-0.568]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",1997,0.3203,"[0.0513-0.589]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",1998,0.2804,"[0.0524-0.508]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",1999,0.2082,"[0.0106-0.406]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2000,0.2559,"[0.084-0.428]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2001,0.2501,"[0.109-0.391]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2002,0.1812,"[0.0811-0.281]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2003,0.2577,"[0.165-0.351]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2004,0.2118,"[0.121-0.302]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2005,0.2948,"[0.221-0.368]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2006,0.1804,"[0.11-0.251]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2007,0.2562,"[0.194-0.318]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2008,0.1768,"[0.108-0.246]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2009,0.2514,"[0.184-0.319]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2010,0.3182,"[0.259-0.378]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2011,0.1183,"[0.0586-0.178]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2012,0.2812,"[0.228-0.335]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2013,0.1828,"[0.141-0.225]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2014,1e-07,"[0-0.0779]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2015,0.1911,"[0.107-0.275]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2016,0.05859,"[0-0.133]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2017,0.1712,"[0.106-0.236]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2018,0.1651,"[0.115-0.215]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2019,0.2272,"[0.191-0.264]",1135,1073,1141,1079,2331,2246,2383,2296
"Koh Kong",2020,0.5216,"[0.445-0.598]",1135,1073,1141,1079,2331,2246,2383,2296
"Kratie",1984,0.1793,"[0-0.766]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1985,0.07813,"[0-0.626]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1986,0.03924,"[0-0.57]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1987,0.1048,"[0-0.613]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1988,0.01253,"[0-0.501]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1989,1e-07,"[0-0.466]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1990,1e-07,"[0-0.422]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1991,0.2295,"[0-0.606]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1992,0.3358,"[0.0106-0.661]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1993,0.2765,"[0-0.553]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1994,0.206,"[0-0.449]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1995,0.2221,"[0.00723-0.437]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1996,0.326,"[0.143-0.509]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1997,0.2179,"[0.0604-0.375]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1998,0.2474,"[0.108-0.386]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",1999,0.2551,"[0.134-0.376]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2000,0.1843,"[0.0783-0.29]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2001,0.2475,"[0.157-0.338]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2002,0.4007,"[0.34-0.461]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2003,0.4051,"[0.355-0.455]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2004,0.156,"[0.108-0.204]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2005,0.1706,"[0.117-0.224]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2006,0.2444,"[0.197-0.292]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2007,0.3125,"[0.27-0.356]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2008,0.1818,"[0.134-0.229]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2009,0.3622,"[0.318-0.406]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2010,0.1731,"[0.13-0.216]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2011,0.2013,"[0.158-0.245]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2012,0.1935,"[0.153-0.234]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2013,0.1916,"[0.148-0.235]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2014,0.08107,"[0.0334-0.129]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2015,0.2361,"[0.195-0.277]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2016,0.08573,"[0.0493-0.122]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2017,0.07997,"[0.0386-0.121]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2018,0.2439,"[0.207-0.281]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2019,0.191,"[0.166-0.216]",2262,1901,2214,1851,4598,3914,4539,3851
"Kratie",2020,0.1112,"[0.0825-0.14]",2262,1901,2214,1851,4598,3914,4539,3851
"Mondul Kiri",1989,0.04517,"[0-0.183]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",1990,0.0971,"[0-0.23]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",1991,0.06735,"[0-0.194]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",1992,0.06115,"[0-0.183]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",1993,0.06451,"[0-0.183]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",1994,0.05261,"[0-0.166]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",1995,0.08477,"[0-0.193]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",1996,0.06842,"[0-0.173]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",1997,0.06468,"[0-0.165]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",1998,0.07827,"[0-0.174]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",1999,0.07523,"[0-0.166]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2000,0.09431,"[0.00863-0.18]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2001,0.07739,"[0-0.159]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2002,0.1046,"[0.0292-0.18]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2003,0.06045,"[0-0.129]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2004,0.06197,"[0-0.13]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2005,0.07034,"[0.0036-0.137]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2006,0.09057,"[0.0309-0.15]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2007,0.083,"[0.0324-0.134]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2008,0.135,"[0.0884-0.182]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2009,1e-07,"[0-0.0507]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2010,0.06486,"[0.0124-0.117]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2011,0.1135,"[0.0697-0.157]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2012,0.1065,"[0.07-0.143]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2013,1e-07,"[0-0.0427]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2014,0.06559,"[0.0195-0.112]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2015,0.1245,"[0.0849-0.164]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2016,0.1806,"[0.155-0.206]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2017,1e-07,"[0-0.0319]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2018,0.07827,"[0.0427-0.114]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2019,0.1125,"[0.0905-0.134]",1053,1774,1045,1785,2170,3650,2192,3709
"Mondul Kiri",2020,0.4566,"[0.265-0.648]",1053,1774,1045,1785,2170,3650,2192,3709
"National",1981,0.01049,"[0-0.0722]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1982,1e-07,"[0-0.0587]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1983,1e-07,"[0-0.0553]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1984,0.06105,"[0.00706-0.115]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1985,0.07589,"[0.0237-0.128]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1986,0.05754,"[0.00714-0.108]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1987,0.0764,"[0.0277-0.125]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1988,0.09186,"[0.0452-0.139]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1989,0.1358,"[0.0917-0.18]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1990,0.2392,"[0.199-0.279]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1991,0.3109,"[0.276-0.346]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1992,0.2724,"[0.242-0.303]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1993,0.3199,"[0.294-0.346]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1994,0.3374,"[0.315-0.36]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1995,0.3198,"[0.301-0.339]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1996,0.2903,"[0.274-0.306]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1997,0.2666,"[0.253-0.281]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1998,0.2493,"[0.237-0.261]",131114,65743,129402,63720,262307,131604,258923,127596
"National",1999,0.2408,"[0.23-0.251]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2000,0.223,"[0.214-0.232]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2001,0.2392,"[0.231-0.247]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2002,0.2234,"[0.218-0.229]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2003,0.2489,"[0.244-0.254]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2004,0.2383,"[0.233-0.243]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2005,0.2524,"[0.248-0.257]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2006,0.2496,"[0.246-0.254]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2007,0.2415,"[0.238-0.245]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2008,0.2102,"[0.206-0.214]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2009,0.2101,"[0.206-0.214]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2010,0.2417,"[0.238-0.246]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2011,0.1761,"[0.173-0.18]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2012,0.2118,"[0.209-0.215]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2013,0.1659,"[0.163-0.169]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2014,0.09297,"[0.0892-0.0968]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2015,0.1635,"[0.16-0.167]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2016,0.1218,"[0.119-0.125]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2017,0.0989,"[0.0954-0.102]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2018,0.1681,"[0.165-0.171]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2019,0.1996,"[0.197-0.202]",131114,65743,129402,63720,262307,131604,258923,127596
"National",2020,0.1564,"[0.153-0.16]",131114,65743,129402,63720,262307,131604,258923,127596
"Otdar Meanchey",1991,0.2999,"[0.0278-0.572]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",1992,0.2749,"[0.0395-0.51]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",1993,0.1783,"[0-0.386]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",1994,0.2423,"[0.0568-0.428]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",1995,0.2478,"[0.0847-0.411]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",1996,0.2363,"[0.0933-0.379]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",1997,0.2355,"[0.109-0.362]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",1998,0.2223,"[0.11-0.335]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",1999,0.2345,"[0.135-0.334]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2000,0.2351,"[0.148-0.322]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2001,0.2623,"[0.188-0.336]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2002,0.2134,"[0.156-0.271]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2003,0.2355,"[0.196-0.275]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2004,0.2589,"[0.214-0.304]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2005,0.2957,"[0.251-0.34]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2006,0.2407,"[0.2-0.281]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2007,0.3115,"[0.279-0.344]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2008,0.2371,"[0.206-0.268]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2009,0.2794,"[0.242-0.317]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2010,0.2378,"[0.203-0.273]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2011,0.1967,"[0.168-0.226]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2012,0.2324,"[0.21-0.255]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2013,0.1973,"[0.176-0.219]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2014,0.09505,"[0.064-0.126]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2015,0.2011,"[0.174-0.229]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2016,0.158,"[0.134-0.182]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2017,0.08245,"[0.058-0.107]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2018,0.1871,"[0.164-0.21]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2019,0.2188,"[0.203-0.235]",2472,1772,2415,1711,5003,3641,4928,3559
"Otdar Meanchey",2020,0.05008,"[0.0289-0.0712]",2472,1772,2415,1711,5003,3641,4928,3559
"Pailin",1996,0.07144,"[0-0.359]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",1997,1e-07,"[0-0.266]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",1998,0.09923,"[0-0.346]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",1999,0.2039,"[0-0.432]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2000,0.1481,"[0-0.353]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2001,0.2145,"[0.0292-0.4]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2002,0.162,"[0-0.33]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2003,0.1552,"[0.00146-0.309]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2004,0.2085,"[0.079-0.338]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2005,0.2881,"[0.192-0.384]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2006,0.3122,"[0.234-0.39]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2007,0.231,"[0.165-0.297]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2008,0.145,"[0.0799-0.21]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2009,0.2279,"[0.157-0.298]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2010,0.264,"[0.205-0.323]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2011,0.1584,"[0.112-0.205]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2012,0.222,"[0.18-0.264]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2013,0.1403,"[0.1-0.18]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2014,0.08147,"[0.0358-0.127]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2015,0.1104,"[0.0615-0.159]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2016,0.03943,"[0-0.0957]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2017,0.05625,"[0-0.123]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2018,0.1745,"[0.118-0.231]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2019,0.2564,"[0.224-0.288]",1197,1245,1183,1227,2444,2579,2453,2581
"Pailin",2020,0.1403,"[0.0956-0.185]",1197,1245,1183,1227,2444,2579,2453,2581
"Phnom Penh",1985,0.1934,"[0-0.66]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1986,0.05054,"[0-0.475]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1987,0.0006771,"[0-0.389]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1988,0.1544,"[0-0.502]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1989,0.7921,"[0.517-1.07]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1990,0.8511,"[0.667-1.04]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1991,0.6973,"[0.574-0.821]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1992,0.4541,"[0.364-0.545]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1993,0.4717,"[0.4-0.543]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1994,0.3947,"[0.338-0.452]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1995,0.3285,"[0.281-0.376]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1996,0.2956,"[0.256-0.336]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1997,0.254,"[0.219-0.289]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1998,0.2178,"[0.187-0.248]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",1999,0.2025,"[0.176-0.229]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2000,0.2013,"[0.178-0.225]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2001,0.2226,"[0.203-0.243]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2002,0.1586,"[0.145-0.172]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2003,0.2239,"[0.211-0.237]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2004,0.2679,"[0.254-0.282]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2005,0.2625,"[0.249-0.276]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2006,0.2675,"[0.256-0.279]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2007,0.2296,"[0.22-0.239]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2008,0.2438,"[0.233-0.255]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2009,0.2548,"[0.243-0.266]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2010,0.3097,"[0.299-0.321]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2011,0.1548,"[0.145-0.164]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2012,0.1977,"[0.188-0.207]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2013,0.1799,"[0.17-0.19]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2014,0.149,"[0.138-0.16]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2015,0.1427,"[0.133-0.152]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2016,0.1337,"[0.125-0.143]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2017,0.1009,"[0.093-0.109]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2018,0.2106,"[0.204-0.218]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2019,0.3167,"[0.31-0.324]",11809,8693,11983,8838,23690,17496,24075,17824
"Phnom Penh",2020,0.3547,"[0.342-0.367]",11809,8693,11983,8838,23690,17496,24075,17824
"Preah Sihanouk",1990,1e-07,"[0-0.133]",9386,8208,9214,8045,18833,16517,18528,16228
"Preah Sihanouk",1991,1e-07,"[0-0.115]",9386,8208,9214,8045,18833,16517,18528,16228
"Preah Sihanouk",1992,1e-07,"[0-0.115]",9386,8208,9214,8045,18833,16517,18528,16228
"Preah Sihanouk",1993,0.01853,"[0-0.13]",9386,8208,9214,8045,18833,16517,18528,16228
"Preah Sihanouk",1994,0.04366,"[0-0.15]",9386,8208,9214,8045,18833,16517,18528,16228
"Preah Sihanouk",1995,0.07406,"[0-0.175]",9386,8208,9214,8045,18833,16517,18528,16228
"Preah Sihanouk",1996,0.1395,"[0.0449-0.234]",9386,8208,9214,8045,18833,16517,18528,16228
"Preah Sihanouk",1997,0.08715,"[0-0.175]",9386,8208,9214,8045,18833,16517,18528,16228
"Preah Sihanouk",1998,0.1551,"[0.0732-0.237]",9386,8208,9214,8045,18833,16517,18528,16228
