"time","cases","births","pop","year","biweek","provname","model_predicted_absolute_cases","model_predicted_absolute_cases_lci","model_predicted_absolute_cases_uci","model_predicted_reported_cases","model_predicted_reported_cases_lci","model_predicted_reported_cases_uci","sim_type"
2002,2,646.907645745235,627760.9371618,2002,1,"Banteay Meanchey",2,2,2,0.0879022752030896,0.0879022752030896,0.0879022752030896,"TSIR-fit"
2002.03846153846,2,647.03293551863,628213.995344026,2002,2,"Banteay Meanchey",5.56,4.18,6.66,0.244368325064589,0.183715755174457,0.292714576426288,"TSIR-fit"
2002.07692307692,2,647.158225292025,628667.053526253,2002,3,"Banteay Meanchey",8.26,5.46,10.39,0.36303639658876,0.239973211304435,0.45665231968005,"TSIR-fit"
2002.11538461538,2,647.28351506542,629120.111708479,2002,4,"Banteay Meanchey",11.27,7.43,15.9,0.49532932076941,0.326556952379478,0.698823087864562,"TSIR-fit"
2002.15384615385,16,647.408804838815,629573.169890705,2002,5,"Banteay Meanchey",40.05,25.06,53.9,1.76024306094187,1.10141550829471,2.36896631672326,"TSIR-fit"
2002.19230769231,25,647.534094612211,630026.228072932,2002,6,"Banteay Meanchey",49.92,30.33,68.59,2.19404078906912,1.33303800345485,3.01460852808996,"TSIR-fit"
2002.23076923077,24,647.659384385606,630479.286255158,2002,7,"Banteay Meanchey",83.32,50.21,117.62,3.66200878496071,2.20678661897356,5.1695328046937,"TSIR-fit"
2002.26923076923,2,647.784674159001,630932.344437385,2002,8,"Banteay Meanchey",100.85,61.56,141.68,4.43247222711579,2.7056320307511,6.22699717538687,"TSIR-fit"
2002.30769230769,37,647.909963932396,631385.402619611,2002,9,"Banteay Meanchey",200.46,124.24,278.96,8.81044504360567,5.46048933561593,12.2606093453269,"TSIR-fit"
2002.34615384615,67,648.035253705791,631838.460801837,2002,10,"Banteay Meanchey",295.62,190.79,412.07,12.9928352977687,8.38543754299873,18.1109452714686,"TSIR-fit"
2002.38461538462,65,648.160543479186,632291.518984064,2002,11,"Banteay Meanchey",584.96,377.85,812.41,25.7096574513996,16.6069373427437,35.706343698871,"TSIR-fit"
2002.42307692308,43,648.285833252581,632744.57716629,2002,12,"Banteay Meanchey",669.46,444.87,932.41,29.4235285787302,19.5525425847992,40.9804802110564,"TSIR-fit"
2002.46153846154,132,648.411123025976,633197.635348516,2002,13,"Banteay Meanchey",1017.18,686.78,1396.68,44.7062181455393,30.1847622819889,61.3856748653256,"TSIR-fit"
2002.5,119,648.536412799372,633650.693530743,2002,14,"Banteay Meanchey",1548.98,1053.28,2069.04,68.0794331220409,46.2928542129551,90.9366617431002,"TSIR-fit"
2002.53846153846,105,648.661702572767,634103.751712969,2002,15,"Banteay Meanchey",1785.95,1241.44,2342.34,78.4945341994789,54.5627002640618,102.948507649602,"TSIR-fit"
2002.57692307692,105,648.786992346162,634556.809895196,2002,16,"Banteay Meanchey",1491.63,1054.9,1889.27,65.5588353805923,46.3640550558696,83.0355657364705,"TSIR-fit"
2002.61538461538,59,648.912282119557,635009.868077422,2002,17,"Banteay Meanchey",1387.78,1010.68,1687.88,60.9945097406718,44.4205357511293,74.1842461348954,"TSIR-fit"
2002.65384615385,73,649.037571892952,635462.926259648,2002,18,"Banteay Meanchey",1162.48,878.74,1350.82,51.0923184390438,38.6216226559815,59.3700756949187,"TSIR-fit"
2002.69230769231,54,649.162861666347,635915.984441875,2002,19,"Banteay Meanchey",744.7,582.91,833.97,32.7304121718704,25.6195576193165,36.6539302255603,"TSIR-fit"
2002.73076923077,60,649.288151439742,636369.042624101,2002,20,"Banteay Meanchey",640.74,512.54,690.31,28.1612519068138,22.5267160662958,30.3399097977224,"TSIR-fit"
2002.76923076923,42,649.413441213137,636822.100806327,2002,21,"Banteay Meanchey",445.14,363.27,466.81,19.5644093919516,15.9661297565132,20.5168305437771,"TSIR-fit"
2002.80769230769,21,649.538730986533,637275.158988554,2002,22,"Banteay Meanchey",322.85,266.33,334.03,14.1896247746587,11.7055064774194,14.680998493044,"TSIR-fit"
2002.84615384615,18,649.664020759928,637728.21717078,2002,23,"Banteay Meanchey",255.26,212.83,257.08,11.2189673841703,9.35412061573678,11.2989584546051,"TSIR-fit"
2002.88461538462,10,649.789310533323,638181.275353006,2002,24,"Banteay Meanchey",97.45,79.45,100.47,4.28303835927054,3.49191788244273,4.41577079482721,"TSIR-fit"
2002.92307692308,10,649.914600306718,638634.333535233,2002,25,"Banteay Meanchey",127.94,105.06,129.21,5.62310854474164,4.6175065164183,5.6789264894956,"TSIR-fit"
2002.96153846154,3,650.039890080113,639087.391717459,2002,26,"Banteay Meanchey",103.63,80.55,102.73,4.55465638964809,3.54026413380443,4.5151003658067,"TSIR-fit"
2003,14,650.165179853508,639539.027655765,2003,1,"Banteay Meanchey",92.41,71.16,94.47,4.06152462575875,3.12756295172593,4.15206396921794,"TSIR-fit"
2003.03846153846,14,650.290469626903,639965.063203502,2003,2,"Banteay Meanchey",88.26,68.74,92.12,3.87912740471234,3.02120119873019,4.04877879585431,"TSIR-fit"
2003.07692307692,10,650.478918112648,640391.098751239,2003,3,"Banteay Meanchey",64.53,51.05,68.88,2.83616690942769,2.24370557455886,3.02735435799441,"TSIR-fit"
2003.11538461538,4,650.70755850625,640817.134298976,2003,4,"Banteay Meanchey",53.42,41.74,58.96,2.34786977067452,1.83452048348848,2.59135907298708,"TSIR-fit"
2003.15384615385,9,650.936198899853,641243.169846714,2003,5,"Banteay Meanchey",128.83,105.98,139.32,5.66222505720702,4.65794156301172,6.12327249064722,"TSIR-fit"
2003.19230769231,12,651.164839293456,641669.205394451,2003,6,"Banteay Meanchey",124.3,100.15,131.83,5.46312640387202,4.40170643079471,5.79407847001165,"TSIR-fit"
2003.23076923077,19,651.393479687059,642095.240942188,2003,7,"Banteay Meanchey",169.18,139.71,177.84,7.43565345942935,6.14041343431182,7.81627031105873,"TSIR-fit"
2003.26923076923,41,651.622120080662,642521.276489925,2003,8,"Banteay Meanchey",171.24,144.14,181.08,7.52619280288853,6.33511697388667,7.95867199688773,"TSIR-fit"
2003.30769230769,19,651.850760474265,642947.312037662,2003,9,"Banteay Meanchey",302.64,257.67,318.69,13.3013722837315,11.32488962579,14.0067880422363,"TSIR-fit"
2003.34615384615,42,652.079400867868,643373.347585399,2003,10,"Banteay Meanchey",411.96,354.77,434.83,18.1061106463324,15.5925450869,19.1112731632797,"TSIR-fit"
2003.38461538462,76,652.308041261471,643799.383133136,2003,11,"Banteay Meanchey",764.99,652.38,809.35,33.6221807538058,28.6728431484958,35.5718532178103,"TSIR-fit"
2003.42307692308,107,652.536681655073,644225.418680873,2003,12,"Banteay Meanchey",840.75,716.75,877.19,36.9519189384988,31.5019778759072,38.5534983926991,"TSIR-fit"
2003.46153846154,114,652.765322048676,644651.45422861,2003,13,"Banteay Meanchey",1208.79,1032.31,1251.52,53.1276956213713,45.3711988574507,55.0057277310853,"TSIR-fit"
2003.5,143,652.993962442279,645077.489776348,2003,14,"Banteay Meanchey",1747.79,1486.02,1818.87,76.817358788604,65.3122694986476,79.9414056493218,"TSIR-fit"
2003.53846153846,144,653.222602835882,645503.525324085,2003,15,"Banteay Meanchey",1940.6,1654.6,2037.5,85.2915776295578,72.721552275516,89.5504428631475,"TSIR-fit"
2003.57692307692,108,653.451243229485,645929.560871822,2003,16,"Banteay Meanchey",1558.06,1339.49,1625.76,68.4785094514629,58.8721093058932,71.4540014670875,"TSIR-fit"
2003.61538461538,79,653.679883623088,646355.596419559,2003,17,"Banteay Meanchey",1421.95,1227.94,1461.37,62.4963201125166,53.9693599064409,64.2288739567695,"TSIR-fit"
2003.65384615385,52,653.908524016691,646781.631967296,2003,18,"Banteay Meanchey",1165.76,1021.88,1188.92,51.2364781703769,44.9127884922666,52.2543865172286,"TSIR-fit"
2003.69230769231,46,654.137164410294,647207.667515033,2003,19,"Banteay Meanchey",738.27,647.43,747.18,32.4478063570925,28.4552850173681,32.8394109931222,"TSIR-fit"
2003.73076923077,45,654.365804803897,647633.70306277,2003,20,"Banteay Meanchey",626.92,553.08,628.81,27.5538471851605,24.3084951846624,27.6369148352274,"TSIR-fit"
2003.76923076923,34,654.594445197499,648059.738610507,2003,21,"Banteay Meanchey",436.52,390.92,427.8,19.1855505858263,17.1813787111959,18.8022966659409,"TSIR-fit"
2003.80769230769,20,654.823085591102,648485.774158245,2003,22,"Banteay Meanchey",318.51,286.81,305.14,13.998876837468,12.6056257754991,13.4112501277354,"TSIR-fit"
2003.84615384615,7,655.051725984705,648911.809705982,2003,23,"Banteay Meanchey",248.47,219.14,237.79,10.9205391598558,9.63145229400252,10.4511410102713,"TSIR-fit"
2003.88461538462,4,655.280366378308,649337.845253719,2003,24,"Banteay Meanchey",94.97,80.3,95.54,4.17403953801871,3.52927634940405,4.19909168645159,"TSIR-fit"
2003.92307692308,5,655.509006771911,649763.880801456,2003,25,"Banteay Meanchey",119.58,105.53,125.21,5.25567703439273,4.63816355109102,5.50312193908942,"TSIR-fit"
2003.96153846154,4,655.737647165514,650189.916349193,2003,26,"Banteay Meanchey",96.48,82.4,101.34,4.24040575579704,3.62157373836729,4.45400828454055,"TSIR-fit"
2004,2,655.966287559117,650614.279200125,2004,1,"Banteay Meanchey",88.96,73.11,93.27,3.90989320103342,3.21326767004894,4.09932260409608,"TSIR-fit"
2004.03846153846,2,656.19492795272,651024.424128216,2004,2,"Banteay Meanchey",83.96,68.32,90.1,3.6901375130257,3.00274172093754,3.95999749789919,"TSIR-fit"
2004.07692307692,2,656.423568346323,651434.569056307,2004,3,"Banteay Meanchey",60.79,47.88,68.66,2.67178965479791,2.10438046836196,3.01768510772207,"TSIR-fit"
2004.11538461538,3,656.669150563118,651844.713984398,2004,4,"Banteay Meanchey",50.56,39.68,58.03,2.2221695171341,1.7439811400293,2.55048451501764,"TSIR-fit"
2004.15384615385,2,656.974029161089,652254.858912489,2004,5,"Banteay Meanchey",126.33,100.79,134.95,5.55234721320315,4.4298351588597,5.93120601932847,"TSIR-fit"
2004.19230769231,4,657.27890775906,652665.00384058,2004,6,"Banteay Meanchey",121.13,97.38,128.3,5.32380129767512,4.27996177963843,5.6389309542782,"TSIR-fit"
2004.23076923077,2,657.583786357031,653075.148768671,2004,7,"Banteay Meanchey",164.01,139.46,176.46,7.20842607802936,6.12942564991144,7.75561774116859,"TSIR-fit"
2004.26923076923,3,657.888664955002,653485.293696761,2004,8,"Banteay Meanchey",167.53,143.7,177.62,7.3631340823868,6.31577847334199,7.80660106078639,"TSIR-fit"
2004.30769230769,11,658.193543552973,653895.438624852,2004,9,"Banteay Meanchey",298.47,256.86,309.09,13.1180960399331,11.2892892043328,13.5848571212615,"TSIR-fit"
2004.34615384615,3,658.498422150944,654305.583552943,2004,10,"Banteay Meanchey",406.84,353.51,420.6,17.8810808218125,15.5371666535221,18.4858484752097,"TSIR-fit"
2004.38461538462,10,658.803300748915,654715.728481034,2004,11,"Banteay Meanchey",755.15,658.08,786.26,33.1897015598066,28.9233646328246,34.5570214505906,"TSIR-fit"
2004.42307692308,11,659.108179346886,655125.873409125,2004,12,"Banteay Meanchey",822.89,718.95,859.25,36.1669516209352,31.5986703786306,37.7650149841274,"TSIR-fit"
2004.46153846154,11,659.413057944857,655536.018337216,2004,13,"Banteay Meanchey",1180.07,1041.7,1230.23,51.865418949455,45.7839000395292,54.0700080115485,"TSIR-fit"
2004.5,9,659.717936542829,655946.163265307,2004,14,"Banteay Meanchey",1714.98,1503.94,1786.23,75.3753219638973,66.0998738844673,78.5068405180074,"TSIR-fit"
2004.53846153846,16,660.022815140799,656356.308193397,2004,15,"Banteay Meanchey",1927.15,1675.3,1985.12,84.7004348288171,73.631340823868,87.2482822755786,"TSIR-fit"
2004.57692307692,11,660.32769373877,656766.453121488,2004,16,"Banteay Meanchey",1547.84,1345.64,1584.34,68.0293288251751,59.1424088021427,69.6335453476315,"TSIR-fit"
2004.61538461538,19,660.632572336742,657176.598049579,2004,17,"Banteay Meanchey",1410.87,1234.74,1431.9,62.0093415078915,54.2682276421314,62.933633931652,"TSIR-fit"
2004.65384615385,14,660.937450934713,657586.74297767,2004,18,"Banteay Meanchey",1160.53,1023.11,1160.42,51.0066137207208,44.9668483915165,51.0017790955846,"TSIR-fit"
2004.69230769231,7,661.242329532684,657996.887905761,2004,19,"Banteay Meanchey",731.95,656.75,736.91,32.1700351674507,28.8649096198145,32.3880328099544,"TSIR-fit"
2004.73076923077,12,661.547208130654,658407.032833852,2004,20,"Banteay Meanchey",618.04,569.38,620.54,27.1635610832587,25.0248987275676,27.2734389272626,"TSIR-fit"
2004.76923076923,5,661.852086728626,658817.177761943,2004,21,"Banteay Meanchey",430.42,398.31,428.91,18.9174486464569,17.5061776180713,18.8510824286786,"TSIR-fit"
2004.80769230769,2,662.156965326597,659227.322690034,2004,22,"Banteay Meanchey",307.33,281.59,304.61,13.5075031190828,12.376200837219,13.3879560248066,"TSIR-fit"
2004.84615384615,4,662.461843924568,659637.467618124,2004,23,"Banteay Meanchey",246.14,219.52,245.08,10.8181330092442,9.64815372629111,10.7715448033866,"TSIR-fit"
2004.88461538462,2,662.766722522539,660047.612546215,2004,24,"Banteay Meanchey",94.75,80.54,96.8,4.16437028774637,3.53982462242842,4.25447011982954,"TSIR-fit"
2004.92307692308,3,663.07160112051,660457.757474306,2004,25,"Banteay Meanchey",119.94,106.79,125.59,5.27149944392928,4.69354198446897,5.51982337137801,"TSIR-fit"
2004.96153846154,3,663.376479718481,660867.902402397,2004,26,"Banteay Meanchey",98.07,88.7,104.56,4.3102880645835,3.89846590525702,4.59553094761752,"TSIR-fit"
2005,2,663.681358316452,661276.992964903,2005,1,"Banteay Meanchey",88.35,78.76,94.72,3.88308300709648,3.46159159749767,4.16305175361832,"TSIR-fit"
2005.03846153846,2,663.986236914423,661680.460244286,2005,2,"Banteay Meanchey",86.16,76.01,93.16,3.7868300157491,3.34072596909342,4.09448797895991,"TSIR-fit"
2005.07692307692,2,664.291115512394,662083.927523669,2005,3,"Banteay Meanchey",61.61,53.77,69.2,2.70782958763117,2.36325266883506,3.0414187220269,"TSIR-fit"
2005.11538461538,2,664.595994110365,662487.394803053,2005,4,"Banteay Meanchey",51.61,41.67,60.36,2.26831821161573,1.83144390385637,2.65289066562924,"TSIR-fit"
2005.15384615385,8,664.900872708336,662890.862082436,2005,5,"Banteay Meanchey",121.7,103.78,146.7,5.348853446108,4.56124906028832,6.44763188614662,"TSIR-fit"
2005.19230769231,2,665.235856486156,663294.329361819,2005,6,"Banteay Meanchey",116.1,101.93,137.07,5.10272707553935,4.47993945572546,6.02438243104374,"TSIR-fit"
2005.23076923077,8,665.576861299947,663697.796641203,2005,7,"Banteay Meanchey",159.84,141.19,185.94,7.02514983423092,6.20546111796211,8.17227452563124,"TSIR-fit"
2005.26923076923,6,665.917866113738,664101.263920586,2005,8,"Banteay Meanchey",162.68,144.73,186.06,7.14997106501931,6.36104814507158,8.17754866214342,"TSIR-fit"
2005.30769230769,10,666.258870927528,664504.73119997,2005,9,"Banteay Meanchey",293.07,255.78,331.58,12.8807598968847,11.2418219757231,14.5733182059202,"TSIR-fit"
2005.34615384615,24,666.599875741319,664908.198479353,2005,10,"Banteay Meanchey",399.25,356.56,435.37,17.5474916874168,15.6712176232068,19.1350067775846,"TSIR-fit"
2005.38461538462,63,666.94088055511,665311.665758736,2005,11,"Banteay Meanchey",742.47,661.94,798.63,32.632401135019,29.0930160239666,35.1006970227217,"TSIR-fit"
2005.42307692308,44,667.2818853689,665715.13303812,2005,12,"Banteay Meanchey",817.54,719.35,870.68,35.9318130347669,31.6162508336712,38.267376486913,"TSIR-fit"
2005.46153846154,74,667.622890182691,666118.600317503,2005,13,"Banteay Meanchey",1184.61,1049.86,1242.5,52.064957114166,46.1425413223578,54.6092884699194,"TSIR-fit"
2005.5,171,667.963894996482,666522.067596886,2005,14,"Banteay Meanchey",1716.5,1521.21,1799.34,75.4421276930516,66.858910030846,79.0830399319636,"TSIR-fit"
2005.53846153846,234,668.304899810272,666925.53487627,2005,15,"Banteay Meanchey",1940.49,1696.58,2016.79,85.2867430044217,74.5666210320289,88.6402148034195,"TSIR-fit"
2005.57692307692,172,668.645904624063,667329.002155653,2005,16,"Banteay Meanchey",1555.51,1372.23,1617.39,68.3664340505789,60.3110695509678,71.0861304453625,"TSIR-fit"
2005.61538461538,159,668.986909437854,667732.469435037,2005,17,"Banteay Meanchey",1422.36,1261.54,1458.56,62.5143400789332,55.4461181298528,64.1053712601092,"TSIR-fit"
2005.65384615385,79,669.327914251644,668135.93671442,2005,18,"Banteay Meanchey",1171.91,1043.18,1185.57,51.5067776666264,45.8489477231795,52.1071502062635,"TSIR-fit"
2005.69230769231,82,669.668919065435,668539.403993803,2005,19,"Banteay Meanchey",741.73,662.98,741.87,32.5998772931938,29.1387252070722,32.606030452458,"TSIR-fit"
2005.73076923077,27,670.009923879226,668942.871273187,2005,20,"Banteay Meanchey",627.22,561.8,620.69,27.5670325264409,24.6917491045479,27.2800315979028,"TSIR-fit"
2005.76923076923,22,670.350928693016,669346.33855257,2005,21,"Banteay Meanchey",432.57,393.59,428.74,19.0119435923002,17.298728248592,18.8436107352863,"TSIR-fit"
2005.80769230769,18,670.691933506807,669749.805831953,2005,22,"Banteay Meanchey",311.68,279.81,307.78,13.6986905676495,12.2979678122882,13.5272811310035,"TSIR-fit"
2005.84615384615,19,671.032938320598,670153.273111337,2005,23,"Banteay Meanchey",247.45,223.79,239.39,10.8757089995023,9.83582508384971,10.5214628304338,"TSIR-fit"
2005.88461538462,6,671.373943134388,670556.74039072,2005,24,"Banteay Meanchey",95.3,83.67,93.71,4.18854341342722,3.67739168312125,4.11866110464076,"TSIR-fit"
2005.92307692308,4,671.714947948179,670960.207670103,2005,25,"Banteay Meanchey",124.49,105.71,121.8,5.47147712001631,4.6460747558593,5.35324855986816,"TSIR-fit"
2005.96153846154,5,672.05595276197,671363.674949487,2005,26,"Banteay Meanchey",102.07,85.1,101.7,4.48609261498968,3.74024180989146,4.46983069407711,"TSIR-fit"
2006,3,672.396957575761,671766.103465268,2006,1,"Banteay Meanchey",91.14,73.72,93.44,4.00570668100479,3.24007786398588,4.10679429748835,"TSIR-fit"
2006.03846153846,4,672.737962389551,672164.63661754,2006,2,"Banteay Meanchey",85.58,70.43,91.62,3.7613383559402,3.0954786212768,4.02680322705353,"TSIR-fit"
2006.07692307692,2,673.078967203342,672563.169769811,2006,3,"Banteay Meanchey",61.77,50.37,69.65,2.71486176964742,2.21381880098981,3.06119673394759,"TSIR-fit"
2006.11538461538,2,673.419972017133,672961.702922083,2006,4,"Banteay Meanchey",52.53,43.09,59.72,2.30875325820915,1.89385451925057,2.62476193756426,"TSIR-fit"
2006.15384615385,4,673.760976830923,673360.236074355,2006,5,"Banteay Meanchey",128.23,104.27,142.77,5.63585437464609,4.58278511771308,6.27490391537255,"TSIR-fit"
2006.19230769231,3,674.101981644714,673758.769226627,2006,6,"Banteay Meanchey",121.31,99.87,134.37,5.3317125024434,4.38940011226628,5.90571435951957,"TSIR-fit"
2006.23076923077,5,674.4381750901,674157.302378899,2006,7,"Banteay Meanchey",166.21,138.51,182.62,7.30511858075276,6.08767206918997,8.02635674879411,"TSIR-fit"
2006.26923076923,8,674.768354324982,674555.83553117,2006,8,"Banteay Meanchey",172.49,143.27,186.3,7.58113172489046,6.29687948417332,8.1880969351678,"TSIR-fit"
2006.30769230769,17,675.098533559863,674954.368683442,2006,9,"Banteay Meanchey",305.92,265.35,321.56,13.4455320150646,11.6624343625699,14.1329278071527,"TSIR-fit"
2006.34615384615,6,675.428712794745,675352.901835714,2006,10,"Banteay Meanchey",412.51,362.23,434.93,18.1302837720132,15.9204205734076,19.1156682770399,"TSIR-fit"
2006.38461538462,10,675.758892029627,675751.434987986,2006,11,"Banteay Meanchey",766.87,674.42,799.07,33.7048088924967,29.6415262212338,35.1200355232664,"TSIR-fit"
2006.42307692308,34,676.089071264508,676149.968140258,2006,12,"Banteay Meanchey",833.14,732.08,873.52,36.617450781351,32.1757488153389,38.3921977177014,"TSIR-fit"
2006.46153846154,26,676.41925049939,676548.501292529,2006,13,"Banteay Meanchey",1212.38,1062.89,1248.77,53.2854802053609,46.715224645306,54.8848621026811,"TSIR-fit"
2006.5,37,676.749429734271,676947.034444801,2006,14,"Banteay Meanchey",1760.76,1559.15,1843.7,77.387405043296,68.5264161914486,81.0327123959681,"TSIR-fit"
2006.53846153846,46,677.079608969153,677345.567597073,2006,15,"Banteay Meanchey",1967.47,1737.95,2058.75,86.4725446969113,76.3848795946048,90.4844045371803,"TSIR-fit"
2006.57692307692,56,677.409788204034,677744.100749345,2006,16,"Banteay Meanchey",1580.74,1394.88,1652.62,69.4753212522659,61.3065628176428,72.634529023065,"TSIR-fit"
2006.61538461538,68,677.739967438916,678142.633901617,2006,17,"Banteay Meanchey",1445.36,1273.43,1480.93,63.5252162437688,55.9686971559352,65.0885582082557,"TSIR-fit"
2006.65384615385,76,678.070146673797,678541.167053888,2006,18,"Banteay Meanchey",1184.54,1058.11,1190.68,52.0618805345339,46.5051382075706,52.3317405194074,"TSIR-fit"
2006.69230769231,19,678.400325908679,678939.70020616,2006,19,"Banteay Meanchey",751.43,676.92,747.68,33.0262033279288,29.7514040652377,32.861386561923,"TSIR-fit"
2006.73076923077,17,678.73050514356,679338.233358432,2006,20,"Banteay Meanchey",635.86,572.04,623.14,27.9467703553183,25.1418087535877,27.3877118850266,"TSIR-fit"
2006.76923076923,10,679.060684378442,679736.766510704,2006,21,"Banteay Meanchey",436.43,399.96,428.81,19.1815949834422,17.5786969951139,18.8466873149184,"TSIR-fit"
2006.80769230769,12,679.390863613324,680135.299662976,2006,22,"Banteay Meanchey",312.38,291.06,309.89,13.7294563639706,12.7924181103056,13.6200180313427,"TSIR-fit"
2006.84615384615,11,679.721042848205,680533.832815247,2006,23,"Banteay Meanchey",244.55,230.22,243.55,10.7482507004578,10.1184308986276,10.7042995628562,"TSIR-fit"
2006.88461538462,3,680.051222083086,680932.365967519,2006,24,"Banteay Meanchey",92.32,85.34,96.26,4.05756902337462,3.75079008291583,4.2307365055247,"TSIR-fit"
