"year_range","mid_year","corr","provname","comp_prov","full_ts_corr","dist_m","dist_km","dist_from_PP_m","dist_from_PP_km"
"2005-2009",2007,0.752905881930407,"Kampong Speu","Phnom Penh",0.598208078883588,62590.8998158993,62.5908998158993,62589.4491686257,62.5894491686257
"2006-2010",2008,0.755227432473073,"Kampong Speu","Phnom Penh",0.598208078883588,62590.8998158993,62.5908998158993,62589.4491686257,62.5894491686257
"2007-2011",2009,0.754737095676298,"Kampong Speu","Phnom Penh",0.598208078883588,62590.8998158993,62.5908998158993,62589.4491686257,62.5894491686257
"2008-2012",2010,0.728895053711365,"Kampong Speu","Phnom Penh",0.598208078883588,62590.8998158993,62.5908998158993,62589.4491686257,62.5894491686257
"2009-2013",2011,0.763229852955337,"Kampong Speu","Phnom Penh",0.598208078883588,62590.8998158993,62.5908998158993,62589.4491686257,62.5894491686257
"2010-2014",2012,0.796810361098372,"Kampong Speu","Phnom Penh",0.598208078883588,62590.8998158993,62.5908998158993,62589.4491686257,62.5894491686257
"2011-2015",2013,0.78270895242197,"Kampong Speu","Phnom Penh",0.598208078883588,62590.8998158993,62.5908998158993,62589.4491686257,62.5894491686257
"2012-2016",2014,0.84640687770514,"Kampong Speu","Phnom Penh",0.598208078883588,62590.8998158993,62.5908998158993,62589.4491686257,62.5894491686257
"2013-2017",2015,0.441218257741955,"Kampong Speu","Phnom Penh",0.598208078883588,62590.8998158993,62.5908998158993,62589.4491686257,62.5894491686257
"2014-2018",2016,0.627442517354123,"Kampong Speu","Phnom Penh",0.598208078883588,62590.8998158993,62.5908998158993,62589.4491686257,62.5894491686257
"2015-2019",2017,0.619563201392184,"Kampong Speu","Phnom Penh",0.598208078883588,62590.8998158993,62.5908998158993,62589.4491686257,62.5894491686257
"2016-2020",2018,0.608606002548596,"Kampong Speu","Phnom Penh",0.598208078883588,62590.8998158993,62.5908998158993,62589.4491686257,62.5894491686257
"2002-2006",2004,0.206748822447109,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2003-2007",2005,0.866529660693959,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2004-2008",2006,0.864842588380185,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2005-2009",2007,0.870037578034829,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2006-2010",2008,0.881886492688517,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2007-2011",2009,0.879343350232181,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2008-2012",2010,0.791385081725607,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2009-2013",2011,0.764164883891762,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2010-2014",2012,0.784172469492494,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2011-2015",2013,0.810288835271475,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2012-2016",2014,0.841057549937695,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2013-2017",2015,0.338329155612879,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2014-2018",2016,0.511939298770715,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2015-2019",2017,0.864994206123136,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2016-2020",2018,0.861575073222788,"Kampong Speu","Preah Sihanouk",0.646856109621589,81992.8506760985,81.9928506760985,62589.4491686257,62.5894491686257
"2002-2006",2004,0.11525448683054,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2003-2007",2005,0.737916858118216,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2004-2008",2006,0.394876329913812,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2005-2009",2007,0.386505801365053,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2006-2010",2008,0.386307613602631,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2007-2011",2009,0.398336619287593,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2008-2012",2010,0.71811304604156,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2009-2013",2011,0.593161898912945,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2010-2014",2012,0.625514522643786,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2011-2015",2013,0.619820453917394,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2012-2016",2014,0.593988044960597,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2013-2017",2015,0.796244176561679,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2014-2018",2016,0.692684051821259,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2015-2019",2017,0.804173900164038,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2016-2020",2018,0.798239758396368,"Kampong Speu","Preah Vihear",0.490126345303699,252957.115230559,252.957115230559,62589.4491686257,62.5894491686257
"2002-2006",2004,0.746403751123435,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2003-2007",2005,0.944061379678657,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2004-2008",2006,0.944201212647578,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2005-2009",2007,0.948922161997816,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2006-2010",2008,0.94744834923703,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2007-2011",2009,0.943412746435329,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2008-2012",2010,0.935313316485477,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2009-2013",2011,0.927481908143268,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2010-2014",2012,0.944195045307359,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2011-2015",2013,0.958461113511808,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2012-2016",2014,0.964808061003707,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2013-2017",2015,0.853280100625028,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2014-2018",2016,0.811913772828692,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2015-2019",2017,0.906941796935901,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2016-2020",2018,0.902776373691472,"Kampong Speu","Prey Veng",0.913041785384734,132065.037412319,132.065037412319,62589.4491686257,62.5894491686257
"2002-2006",2004,0.300742518814298,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2003-2007",2005,0.128928798399949,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2004-2008",2006,0.108690746636206,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2005-2009",2007,0.0798463729111369,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2006-2010",2008,0.125018789521998,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2007-2011",2009,0.124111136067992,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2008-2012",2010,0.252200141318182,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2009-2013",2011,0.258068365125225,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2010-2014",2012,0.344336921265493,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2011-2015",2013,0.329731555167428,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2012-2016",2014,0.365487574568898,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2013-2017",2015,0.554994346490828,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2014-2018",2016,0.579287284518152,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2015-2019",2017,0.650720691669915,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2016-2020",2018,0.641844746570084,"Kampong Speu","Pursat",0.354222722752861,111377.915411814,111.377915411814,62589.4491686257,62.5894491686257
"2002-2006",2004,0.0413273803852397,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2003-2007",2005,0.273484730867241,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2004-2008",2006,0.274823707979973,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2005-2009",2007,0.289845193247208,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2006-2010",2008,0.289655608684587,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2007-2011",2009,0.325425097029019,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2008-2012",2010,0.3156964845701,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2009-2013",2011,0.32347673989492,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2010-2014",2012,0.331048155066392,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2011-2015",2013,0.330448377801581,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2012-2016",2014,0.249998380272984,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2013-2017",2015,0.600647443317637,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2014-2018",2016,0.343504641996266,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2015-2019",2017,0.822097972677576,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2016-2020",2018,0.821040325822228,"Kampong Speu","Ratanak Kiri",0.457909819006945,399432.578310603,399.432578310603,62589.4491686257,62.5894491686257
"2002-2006",2004,0.395965034528079,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2003-2007",2005,0.817102540395141,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2004-2008",2006,0.855451372248451,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2005-2009",2007,0.847351948097743,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2006-2010",2008,0.851116767750567,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2007-2011",2009,0.860636350899971,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2008-2012",2010,0.782927407802771,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2009-2013",2011,0.771215746917956,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2010-2014",2012,0.798329358368402,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2011-2015",2013,0.772078890360888,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2012-2016",2014,0.794121071113551,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2013-2017",2015,0.845496614149654,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2014-2018",2016,0.758057660754857,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2015-2019",2017,0.914851773419554,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2016-2020",2018,0.93870406808678,"Kampong Speu","Siem Reap",0.812562340169677,202342.593537687,202.342593537687,62589.4491686257,62.5894491686257
"2002-2006",2004,0.0134123577600625,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2003-2007",2005,0.123609559833893,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2004-2008",2006,0.640113127000854,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2005-2009",2007,0.626991881646301,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2006-2010",2008,0.279697499240605,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2007-2011",2009,0.288217164041015,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2008-2012",2010,0.176263116365871,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2009-2013",2011,0.191982346276319,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2010-2014",2012,0.219773944378497,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2011-2015",2013,0.288127303274949,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2012-2016",2014,0.207946560964218,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2013-2017",2015,0.397170805598823,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2014-2018",2016,0.265272693038855,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2015-2019",2017,0.541621956034092,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2016-2020",2018,0.529998991974809,"Kampong Speu","Stung Treng",0.225959473714498,327660.614448055,327.660614448055,62589.4491686257,62.5894491686257
"2002-2006",2004,0.429368350193682,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2003-2007",2005,0.74511252655822,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2004-2008",2006,0.745225543064419,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2005-2009",2007,0.760558343540159,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2006-2010",2008,0.756012732963764,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2007-2011",2009,0.751788086908224,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2008-2012",2010,0.850686568054587,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2009-2013",2011,0.843610769694224,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2010-2014",2012,0.865897095724524,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2011-2015",2013,0.875988877795715,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2012-2016",2014,0.899150270038016,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2013-2017",2015,0.703937079613569,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2014-2018",2016,0.721619571054071,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2015-2019",2017,0.939553033208768,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2016-2020",2018,0.936641866795051,"Kampong Speu","Svay Rieng",0.765144818688905,173931.782550659,173.931782550659,62589.4491686257,62.5894491686257
"2002-2006",2004,0.701570515653066,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2003-2007",2005,0.922064800175228,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2004-2008",2006,0.924223711016692,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2005-2009",2007,0.926093438836501,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2006-2010",2008,0.930767595959772,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2007-2011",2009,0.938516635565679,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2008-2012",2010,0.924081451304523,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2009-2013",2011,0.918797340571381,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2010-2014",2012,0.92292616346117,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2011-2015",2013,0.92718156462981,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2012-2016",2014,0.935608961242752,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2013-2017",2015,0.830186906155956,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2014-2018",2016,0.764828461762338,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2015-2019",2017,0.858147897273016,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2016-2020",2018,0.861746521362195,"Kampong Speu","Takeo",0.795042508359511,91863.8770814494,91.8638770814494,62589.4491686257,62.5894491686257
"2002-2006",2004,-0.116253581080172,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2003-2007",2005,-0.381689578420381,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2004-2008",2006,-0.140273289000584,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2005-2009",2007,0.00904592007009705,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2006-2010",2008,0.170621185200121,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2007-2011",2009,0.217537343222125,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2008-2012",2010,-0.486618573106575,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2009-2013",2011,-0.222787328670154,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2010-2014",2012,0.092603259910772,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2011-2015",2013,0.322172669005349,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2012-2016",2014,-0.0111744324577502,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2013-2017",2015,0.233014776516069,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2014-2018",2016,0.623012398030275,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2015-2019",2017,0.824305780046331,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2016-2020",2018,0.818446151532906,"Kampong Speu","Tboung Khmum",0.397341511477951,188261.636442022,188.261636442022,62589.4491686257,62.5894491686257
"2002-2006",2004,0.411913196968689,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2003-2007",2005,0.747129506592917,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2004-2008",2006,0.758757216974895,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2005-2009",2007,0.760058859243314,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2006-2010",2008,0.733660643560814,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2007-2011",2009,0.778562488164741,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2008-2012",2010,0.654879692985737,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2009-2013",2011,0.615566104929333,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2010-2014",2012,0.622807737465076,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2011-2015",2013,0.629344326686179,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2012-2016",2014,0.664131636836966,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2013-2017",2015,0.666949412093074,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2014-2018",2016,0.657551328071432,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2015-2019",2017,0.891745265925063,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2016-2020",2018,0.89428067799118,"Kampong Thom","Banteay Meanchey",0.718178477301779,231317.925008435,231.317925008435,139693.598884159,139.693598884159
"2002-2006",2004,0.382661349390744,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2003-2007",2005,0.668203502990922,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2004-2008",2006,0.666034079490338,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2005-2009",2007,0.657930871977021,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2006-2010",2008,0.646293453302525,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2007-2011",2009,0.731057048029789,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2008-2012",2010,0.635444781720119,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2009-2013",2011,0.609873473381127,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2010-2014",2012,0.620914776681175,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2011-2015",2013,0.624542470282443,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2012-2016",2014,0.666930579398134,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2013-2017",2015,0.584489581071513,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2014-2018",2016,0.597639265423917,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
"2015-2019",2017,0.935215192077104,"Kampong Thom","Battambang",0.832759915357052,189470.584804231,189.470584804231,139693.598884159,139.693598884159
