"year_range","mid_year","corr","provname","comp_prov","full_ts_corr","dist_m","dist_km","dist_from_PP_m","dist_from_PP_km"
"2015-2019",2017,0.87469377856525,"Banteay Meanchey","Kampong Cham",0.756847313803379,296753.118377888,296.753118377888,312253.511127179,312.253511127179
"2016-2020",2018,0.910607754082357,"Banteay Meanchey","Kampong Cham",0.756847313803379,296753.118377888,296.753118377888,312253.511127179,312.253511127179
"2002-2006",2004,0.21754321383836,"Banteay Meanchey","Kampong Chhnang",0.748036436267269,240355.202030747,240.355202030747,312253.511127179,312.253511127179
"2003-2007",2005,0.431521193400154,"Banteay Meanchey","Kampong Chhnang",0.748036436267269,240355.202030747,240.355202030747,312253.511127179,312.253511127179
"2004-2008",2006,0.443579455376642,"Banteay Meanchey","Kampong Chhnang",0.748036436267269,240355.202030747,240.355202030747,312253.511127179,312.253511127179
"2005-2009",2007,0.459155117908861,"Banteay Meanchey","Kampong Chhnang",0.748036436267269,240355.202030747,240.355202030747,312253.511127179,312.253511127179
"2006-2010",2008,0.576127710578518,"Banteay Meanchey","Kampong Chhnang",0.748036436267269,240355.202030747,240.355202030747,312253.511127179,312.253511127179
"2007-2011",2009,0.765730776352072,"Banteay Meanchey","Kampong Chhnang",0.748036436267269,240355.202030747,240.355202030747,312253.511127179,312.253511127179
"2008-2012",2010,0.858707235928768,"Banteay Meanchey","Kampong Chhnang",0.748036436267269,240355.202030747,240.355202030747,312253.511127179,312.253511127179
"2009-2013",2011,0.831885199966392,"Banteay Meanchey","Kampong Chhnang",0.748036436267269,240355.202030747,240.355202030747,312253.511127179,312.253511127179
"2010-2014",2012,0.870652030815678,"Banteay Meanchey","Kampong Chhnang",0.748036436267269,240355.202030747,240.355202030747,312253.511127179,312.253511127179
