"time","cases","births","pop","provname"
2002.15342465753,17,646.907645745235,16819.5987893761,"Banteay Meanchey"
2002.19178082192,31,647.043399279925,16823.128381278,"Banteay Meanchey"
2002.2301369863,15,647.179152814614,16826.65797318,"Banteay Meanchey"
2002.26849315068,11,647.314906349304,16830.1875650819,"Banteay Meanchey"
2002.32602739726,42,647.450659883994,16833.7171569838,"Banteay Meanchey"
2002.36438356164,70,647.586413418683,16837.2467488858,"Banteay Meanchey"
2002.40273972603,65,647.722166953373,16840.7763407877,"Banteay Meanchey"
2002.44109589041,89,647.857920488063,16844.3059326896,"Banteay Meanchey"
2002.47945205479,115,647.993674022752,16847.8355245916,"Banteay Meanchey"
2002.51780821918,113,648.129427557442,16851.3651164935,"Banteay Meanchey"
2002.55616438356,137,648.265181092131,16854.8947083954,"Banteay Meanchey"
2002.59452054795,69,648.400934626821,16858.4243002974,"Banteay Meanchey"
2002.63287671233,63,648.536688161511,16861.9538921993,"Banteay Meanchey"
2002.67123287671,61,648.672441696201,16865.4834841012,"Banteay Meanchey"
2002.7095890411,56,648.80819523089,16869.0130760031,"Banteay Meanchey"
2002.74794520548,62,648.94394876558,16872.5426679051,"Banteay Meanchey"
2002.78630136986,22,649.079702300269,16876.072259807,"Banteay Meanchey"
2002.82465753425,21,649.215455834959,16879.6018517089,"Banteay Meanchey"
2002.86301369863,10,649.351209369649,16883.1314436109,"Banteay Meanchey"
2002.90136986301,9,649.486962904338,16886.6610355128,"Banteay Meanchey"
2002.9397260274,7,649.622716439028,16890.1906274147,"Banteay Meanchey"
2002.99726027397,16,649.758469973718,16893.7202193167,"Banteay Meanchey"
2003.03561643836,14,649.894223508407,16897.2498112186,"Banteay Meanchey"
2003.07397260274,10,650.029977043097,16900.7794031205,"Banteay Meanchey"
2003.11232876712,5,650.165730577787,16904.3089950225,"Banteay Meanchey"
2003.15068493151,9,650.301484112476,16907.8385869244,"Banteay Meanchey"
2003.18904109589,11,650.518113608694,16913.470953826,"Banteay Meanchey"
2003.22739726027,21,650.76584924396,16919.912080343,"Banteay Meanchey"
2003.26575342466,26,651.013584879227,16926.3532068599,"Banteay Meanchey"
2003.30410958904,32,651.261320514493,16932.7943333768,"Banteay Meanchey"
2003.34246575342,42,651.509056149759,16939.2354598937,"Banteay Meanchey"
2003.38082191781,77,651.756791785026,16945.6765864107,"Banteay Meanchey"
2003.41917808219,106,652.004527420292,16952.1177129276,"Banteay Meanchey"
2003.45753424658,112,652.252263055559,16958.5588394445,"Banteay Meanchey"
2003.49589041096,149,652.499998690825,16964.9999659615,"Banteay Meanchey"
2003.53424657534,139,652.747734326092,16971.4410924784,"Banteay Meanchey"
2003.57260273973,107,652.995469961358,16977.8822189953,"Banteay Meanchey"
2003.61095890411,80,653.243205596624,16984.3233455122,"Banteay Meanchey"
2003.64931506849,52,653.490941231891,16990.7644720292,"Banteay Meanchey"
2003.68767123288,48,653.738676867157,16997.2055985461,"Banteay Meanchey"
2003.72602739726,47,653.986412502424,17003.646725063,"Banteay Meanchey"
2003.76438356164,34,654.23414813769,17010.0878515799,"Banteay Meanchey"
2003.80273972603,18,654.481883772957,17016.5289780969,"Banteay Meanchey"
