"provname","year","biweek","epiyr","beta","betahigh","betalow","temp_C","precip_m","precip_mm","temp_C_lag","precip_mm_lag","time","cases","births","pop"
"Banteay Meanchey","2008","1","2012",0.0003751959452902,0.000418643300401045,0.000335629415746343,26.2359100642857,1.10114801642857e-07,0.000110114801642857,24.8161633214286,3.06816428571429,2008,3,688.560929424969,692383.169969695
"Banteay Meanchey","2008","10","2012",0.000998367527684066,0.0010923770431115,0.000912055250610311,28.28711705,0.00843044285714286,8.43044285714286,29.6144772785714,8.76695,2008.34615384615,25,690.978688889088,695961.753896112
"Banteay Meanchey","2008","11","2012",0.0010243462216044,0.00113033638419394,0.000928005027032188,28.4876436071429,0.00539752142857143,5.39752142857143,29.8293378214286,0.000110114801642857,2008.38461538462,30,691.17702454627,696359.374332381
"Banteay Meanchey","2008","12","2012",0.00112939665479357,0.0012532052867011,0.00101753381339234,28.3666534071429,0.00617284285714286,6.17284285714286,29.5681126785715,8.43044285714286,2008.42307692308,54,691.375360203453,696756.994768649
"Banteay Meanchey","2008","13","2012",0.00118744735376003,0.00132405518767328,0.00106464319685681,28.8582023214286,0.00268645714285714,2.68645714285714,30.81429385,5.39752142857143,2008.46153846154,57,691.573695860635,697154.615204918
"Banteay Meanchey","2008","14","2012",0.000975119290170613,0.00109098264481092,0.000871310431487762,27.9478562357143,0.00412557857142857,4.12557857142857,29.9778556142857,6.17284285714286,2008.5,84,691.772031517817,697552.235641187
"Banteay Meanchey","2008","15","2012",0.00145086043558479,0.00161979162587082,0.0012991284598371,28.8744881214286,0.00316387857142857,3.16387857142857,28.6447168428572,2.68645714285714,2008.53846153846,44,691.970367175,697949.856077455
"Banteay Meanchey","2008","16","2012",0.00108564208359414,0.00121792631360157,0.000967384745653699,27.6461308785715,0.00596755714285714,5.96755714285714,26.2359100642857,4.12557857142857,2008.57692307692,89,692.168702832182,698347.476513724
"Banteay Meanchey","2008","17","2012",0.000960526245174503,0.00107500796968441,0.000857956778045167,28.6116294571429,0.00281430714285714,2.81430714285714,28.28711705,3.16387857142857,2008.61538461538,51,692.367038489364,698745.096949992
"Banteay Meanchey","2008","18","2012",0.000934633981532932,0.0010429552623917,0.000837342085285218,28.7591319714286,0.00666985,6.66985,28.4876436071429,5.96755714285714,2008.65384615385,38,692.565374146546,699142.717386261
"Banteay Meanchey","2008","19","2012",0.000813231947222856,0.000906668567444755,0.000729199490135225,26.6009679142857,0.0155457142857143,15.5457142857143,28.3666534071429,2.81430714285714,2008.69230769231,40,692.763709803729,699540.337822529
"Banteay Meanchey","2008","2","2012",0.000191566734308379,0.000219212373642966,0.000166833778253184,27.0393446428571,4.62638849543571e-05,0.0462638849543571,28.8582023214286,6.66985,2008.03846153846,2,688.835193708088,692780.790405964
"Banteay Meanchey","2008","20","2012",0.000783284510541974,0.000870821913918247,0.000704325792939373,27.7068864142857,0.00685237142857143,6.85237142857143,27.9478562357143,15.5457142857143,2008.73076923077,30,692.962045460911,699937.958258798
"Banteay Meanchey","2008","21","2012",0.000556984408442292,0.000619554915595847,0.000500561121909932,28.0893440714286,0.00349807142247857,3.49807142247857,28.8744881214286,0.0462638849543571,2008.76923076923,42,693.160381118093,700335.578695067
"Banteay Meanchey","2008","22","2012",0.00037411412294052,0.000416787520548329,0.000335645883468582,27.19296385,0.0115074642857143,11.5074642857143,27.6461308785715,6.85237142857143,2008.80769230769,14,693.358716775276,700733.199131335
"Banteay Meanchey","2008","23","2012",0.000322628141949243,0.000359941042458611,0.000288933062660078,25.8358483785714,0.00273697399205714,2.73697399205714,28.6116294571429,3.49807142247857,2008.84615384615,9,693.557052432458,701130.819567604
"Banteay Meanchey","2008","24","2012",0.000466090110356208,0.000515428435114816,0.000421167547512144,24.9975515714286,0.00140531442361257,1.40531442361257,28.7591319714286,11.5074642857143,2008.88461538462,8,693.75538808964,701528.440003872
"Banteay Meanchey","2008","25","2012",0.000229418705429148,0.000258440606186911,0.000203324404133401,23.9001485,7.51209765521429e-06,0.00751209765521429,26.6009679142857,2.73697399205714,2008.92307692308,10,693.953723746822,701926.060440141
"Banteay Meanchey","2008","26","2012",0.000228219871455239,0.000262719938765219,0.000197453187521111,24.87856362,0.00025871143648024,0.25871143648024,27.0393446428571,1.40531442361257,2008.96153846154,5,694.152059404005,702323.680876409
"Banteay Meanchey","2008","3","2012",0.000161211313819703,0.000187263225995743,0.000138036741138986,27.6563608785714,0.000537761016274929,0.537761016274929,27.7068864142857,0.00751209765521429,2008.07692307692,2,689.109457991208,693178.410842232
"Banteay Meanchey","2008","4","2012",0.000389625648961423,0.000435078833200559,0.000348122202473185,26.6427037357143,0.000541854414151743,0.541854414151743,28.0893440714286,0.25871143648024,2008.11538461538,2,689.383722274328,693576.031278501
"Banteay Meanchey","2008","5","2012",0.000368403161204268,0.000409682779780593,0.000330813116186724,27.5696318571429,0.000772757348071364,0.772757348071364,27.19296385,0.537761016274929,2008.15384615385,4,689.657986557448,693973.65171477
"Banteay Meanchey","2008","6","2012",0.000307191654631338,0.000342995236579212,0.000274732265471249,30.2704045,0.0024827,2.4827,25.8358483785714,0.541854414151743,2008.19230769231,7,689.932250840567,694371.272151038
"Banteay Meanchey","2008","7","2012",0.000338616505877614,0.000376700210636329,0.000304007447456303,29.0404915928572,0.00427542142857143,4.27542142857143,24.9975515714286,0.772757348071364,2008.23076923077,7,690.206515123687,694768.892587307
"Banteay Meanchey","2008","8","2012",0.0005815679510455,0.000639455131149608,0.000528556400606714,30.8197895142857,0.00116442857142857,1.16442857142857,23.9001485,2.4827,2008.26923076923,16,690.480779406807,695166.513023575
"Banteay Meanchey","2008","9","2012",0.000390685738109417,0.000433037531116661,0.000352234391235818,28.7021927214286,0.00744729285714286,7.44729285714286,24.87856362,4.27542142857143,2008.30769230769,23,690.755043689927,695564.133459844
"Banteay Meanchey","2009","1","2012",0.0003751959452902,0.000418643300401045,0.000335629415746343,22.6674414,6.37744529857143e-05,0.0637744529857143,27.6563608785714,1.16442857142857,2009,4,694.350395061187,702725.531913531
"Banteay Meanchey","2009","10","2012",0.000998367527684066,0.0010923770431115,0.000912055250610311,28.5505446428572,0.00680913571428571,6.80913571428571,26.6427037357143,7.44729285714286,2009.34615384615,4,696.135415975827,706407.463375085
"Banteay Meanchey","2009","11","2012",0.0010243462216044,0.00113033638419394,0.000928005027032188,28.4303271357143,0.00588406428571429,5.88406428571429,27.5696318571429,0.0637744529857143,2009.38461538462,20,696.311629788059,706816.566870813
"Banteay Meanchey","2009","12","2012",0.00112939665479357,0.0012532052867011,0.00101753381339234,29.1771137142857,0.00165598571428571,1.65598571428571,30.2704045,6.80913571428571,2009.42307692308,25,696.43032680342,707225.670366542
