"year","lambda","N_sero","llik","convergence","provname"
1992,3.22573330804011e-09,2,4850.00985531843,1,"Battambang"
1993,3.40741858079163e-09,2,4850.00985531843,1,"Battambang"
1994,2.69590654872653e-08,2,4850.00985531843,1,"Battambang"
1995,0.425024692931917,2,4850.00985531843,1,"Battambang"
1996,0.104742983331075,2,4850.00985531843,1,"Battambang"
1997,0.141791108078267,2,4850.00985531843,1,"Battambang"
1998,0.141999446597325,2,4850.00985531843,1,"Battambang"
1999,0.136935926755433,2,4850.00985531843,1,"Battambang"
2000,0.124408568815163,2,4850.00985531843,1,"Battambang"
2001,0.0904103291172738,2,4850.00985531843,1,"Battambang"
2002,0.0670253061511309,2,4850.00985531843,1,"Battambang"
2003,0.127173933421162,2,4850.00985531843,1,"Battambang"
2004,0.0841304694527724,2,4850.00985531843,1,"Battambang"
2005,0.122328111043032,2,4850.00985531843,1,"Battambang"
2006,0.0737024162076075,2,4850.00985531843,1,"Battambang"
2007,0.148768673514654,2,4850.00985531843,1,"Battambang"
2008,0.103831792994499,2,4850.00985531843,1,"Battambang"
2009,0.0716755197365594,2,4850.00985531843,1,"Battambang"
2010,0.07178977760363,2,4850.00985531843,1,"Battambang"
2011,0.0450560776217033,2,4850.00985531843,1,"Battambang"
2012,0.090480796626471,2,4850.00985531843,1,"Battambang"
2013,0.072889896970402,2,4850.00985531843,1,"Battambang"
2014,0.0242069105884057,2,4850.00985531843,1,"Battambang"
2015,0.0498758371815508,2,4850.00985531843,1,"Battambang"
2016,0.0374705338919868,2,4850.00985531843,1,"Battambang"
2017,0.0269780249262797,2,4850.00985531843,1,"Battambang"
2018,0.031160871357157,2,4850.00985531843,1,"Battambang"
2019,0.0533672084633746,2,4850.00985531843,1,"Battambang"
2020,0.0250597110980977,2,4850.00985531843,1,"Battambang"
1988,1.91838699277073e-28,2,10851.1570279457,1,"Kampong Cham"
1989,1.66740594684566e-06,2,10851.1570279457,1,"Kampong Cham"
1990,0.388672410206297,2,10851.1570279457,1,"Kampong Cham"
